Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
0,0,50,50,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,4.784069,1.501742,4.764894,1.475758,0,0.000000,0,0.000000,13,0.260000,11,0.220000,0.000000,0.000000
0,30,59,59,3,0,3,1,3,0,3,1,12,12,25.431128,9.307636,4.466728,1.412038,4.684458,1.417073,0,0.000000,0,0.000000,15,0.254237,16,0.271186,298895.093750,0.012147
1,0,78,78,16,0,16,9,13,0,13,8,44,32,41.274525,23.159019,4.474457,1.432221,4.561512,1.450212,0,0.000000,0,0.000000,11,0.141026,16,0.205128,299157.437500,0.006360
1,30,97,100,31,1,30,17,15,1,14,8,78,34,55.400379,34.329597,4.208804,1.423619,4.406942,1.353960,0,0.000000,0,0.000000,17,0.175258,25,0.257732,288889.812500,0.028607
2,0,122,122,42,5,37,21,11,4,7,4,114,36,65.769211,43.268623,4.119609,1.338991,4.407699,1.329364,0,0.000000,0,0.000000,21,0.172131,35,0.286885,283222.156250,0.003895
2,30,168,168,48,8,40,23,6,3,3,2,166,52,71.478363,52.446545,4.144758,1.291984,4.484707,1.375395,0,0.000000,0,0.000000,35,0.208333,51,0.303571,271979.250000,0.001832
3,0,205,209,67,18,49,29,19,10,9,6,222,56,76.688347,55.766098,4.145412,1.282594,4.478204,1.357175,0,0.000000,0,0.000000,38,0.185366,72,0.351220,275297.625000,0.029576
3,30,230,232,92,26,66,45,25,8,17,16,272,50,88.902184,61.816868,4.094114,1.276524,4.479532,1.385545,0,0.000000,0,0.000000,44,0.191304,82,0.356522,280717.000000,0.021595
4,0,261,262,116,42,74,49,24,16,8,4,327,55,95.191719,68.883934,4.048056,1.256899,4.487140,1.375537,0,0.000000,0,0.000000,55,0.210728,98,0.375479,291778.375000,0.009731
4,30,280,282,148,62,86,60,32,20,12,11,378,51,102.881241,73.199860,4.105700,1.270784,4.473500,1.402481,0,0.000000,0,0.000000,60,0.214286,103,0.367857,322471.781250,0.008385
5,0,295,299,188,93,95,64,40,31,9,4,433,55,107.525291,79.383369,4.156573,1.268652,4.516138,1.378939,0,0.000000,0,0.000000,59,0.200000,109,0.369492,328365.875000,0.012617
5,29,307,307,228,118,110,76,40,25,15,12,485,52,114.786430,85.751633,4.230515,1.276347,4.520929,1.347387,0,0.000000,0,0.000000,56,0.182410,116,0.377850,334003.562500,0.000202
5,59,291,309,292,172,120,86,64,54,10,10,533,48,115.172157,90.574997,4.374111,1.252303,4.507109,1.408011,0,0.000000,0,0.000000,52,0.178694,112,0.384880,326936.937500,0.006494
6,29,281,309,346,222,124,88,54,50,4,2,577,44,115.548653,92.721001,4.500167,1.242206,4.526956,1.484663,0,0.000000,0,0.000000,49,0.174377,109,0.387900,326577.531250,0.011565
6,59,272,309,407,271,136,98,61,49,12,10,629,52,111.061790,89.800598,4.549153,1.201704,4.508861,1.528064,0,0.000000,0,0.000000,38,0.139706,112,0.411765,320346.156250,0.027190
7,29,295,309,453,309,144,105,46,38,8,7,698,69,103.575348,90.994102,4.625685,1.188622,4.552293,1.575581,0,0.000000,0,0.000000,36,0.122034,129,0.437288,328089.531250,0.001186
7,59,296,309,495,339,156,117,42,30,12,12,741,43,106.121170,84.385513,4.674265,1.146348,4.441042,1.516880,0,0.000000,0,0.000000,36,0.121622,138,0.466216,333686.250000,0.023495
8,29,320,320,536,371,165,124,41,32,9,7,806,65,103.683640,82.484314,4.720628,1.134400,4.375998,1.481682,0,0.000000,0,0.000000,38,0.118750,152,0.475000,340420.062500,0.000388
8,59,321,331,585,414,171,127,49,43,6,3,856,50,107.107918,83.646729,4.799822,1.076935,4.321934,1.450647,0,0.000000,0,0.000000,33,0.102804,167,0.520249,338923.093750,0.008979
9,29,323,331,627,454,173,127,42,40,2,0,900,44,109.952919,78.316940,4.897722,1.090148,4.328686,1.495261,0,0.000000,0,0.000000,33,0.102167,170,0.526316,341445.625000,0.006165
9,59,331,337,674,496,178,130,47,42,5,3,955,55,111.430511,80.393600,4.931628,1.046109,4.319120,1.452943,0,0.000000,0,0.000000,31,0.093656,174,0.525680,341391.968750,0.000701
10,29,326,343,731,549,182,132,57,53,4,2,1007,52,111.104126,78.939400,4.975124,1.026761,4.398904,1.513307,0,0.000000,0,0.000000,35,0.107362,175,0.536810,343503.250000,0.000002
10,59,309,343,794,609,185,134,63,60,3,2,1053,46,110.356041,80.444107,5.019746,1.012933,4.439768,1.543478,0,0.000000,0,0.000000,35,0.113269,158,0.511327,336427.750000,0.000605
11,29,304,343,849,656,193,142,55,47,8,8,1103,50,109.643982,83.091858,5.032672,0.999885,4.498180,1.553930,0,0.000000,0,0.000000,34,0.111842,158,0.519737,337302.437500,0.006891
11,59,308,343,899,697,202,149,50,41,9,7,1157,54,107.220146,80.468529,5.089147,0.952936,4.462990,1.541044,0,0.000000,0,0.000000,33,0.107143,156,0.506494,339928.093750,0.000178
12,29,306,343,957,742,215,160,58,45,13,11,1213,56,104.992432,81.615768,5.164867,0.955479,4.451483,1.492826,0,0.000000,0,0.000000,33,0.107843,159,0.519608,335953.500000,0.005034
12,59,307,343,1016,788,228,171,59,46,13,11,1273,60,100.445160,76.040298,5.207718,0.938101,4.513307,1.517578,0,0.000000,0,0.000000,34,0.110749,170,0.553746,336293.218750,0.004530
13,29,307,343,1072,829,243,181,56,41,15,10,1329,56,102.875900,78.645164,5.269811,0.917752,4.469906,1.474350,0,0.000000,0,0.000000,31,0.100977,183,0.596091,335956.125000,0.000776
13,59,330,343,1112,863,249,187,40,34,6,6,1392,63,107.034538,84.166054,5.339541,0.895750,4.509109,1.508542,0,0.000000,0,0.000000,33,0.100000,201,0.609091,343133.250000,0.000765
14,29,345,352,1155,898,257,190,43,35,8,3,1450,58,107.466713,77.513374,5.318407,0.888508,4.526826,1.552918,0,0.000000,0,0.000000,33,0.095652,213,0.617391,344885.937500,0.011106
14,59,351,352,1204,932,272,200,49,34,15,10,1505,55,110.953690,80.328087,5.331145,0.849546,4.501045,1.496978,0,0.000000,0,0.000000,31,0.088319,223,0.635328,345301.093750,0.000001
15,29,353,366,1256,972,284,211,52,40,12,11,1559,54,112.186440,80.948914,5.348125,0.847945,4.518564,1.516467,0,0.000000,0,0.000000,28,0.079320,226,0.640227,345113.156250,0.000010
15,59,338,366,1311,1019,292,217,55,47,8,6,1599,40,114.608681,75.233597,5.385348,0.844282,4.517813,1.490322,0,0.000000,0,0.000000,28,0.082840,216,0.639053,343269.093750,0.000000
16,29,349,366,1362,1061,301,224,51,42,9,7,1661,62,112.705902,81.980064,5.432418,0.843834,4.529277,1.448600,0,0.000000,0,0.000000,29,0.083095,234,0.670487,344144.937500,0.001696
16,59,334,366,1424,1116,308,228,62,55,7,4,1708,47,109.607246,77.323456,5.464965,0.871741,4.525815,1.395317,0,0.000000,0,0.000000,27,0.080838,224,0.670659,342692.250000,0.000013
17,29,323,366,1488,1169,319,237,64,53,11,9,1761,53,108.625824,77.700897,5.498498,0.879320,4.513619,1.346148,0,0.000000,0,0.000000,31,0.095975,218,0.674923,342462.843750,0.002170
17,59,320,366,1541,1212,329,246,53,43,10,9,1811,50,110.360939,78.666809,5.542115,0.842729,4.471742,1.388066,0,0.000000,0,0.000000,31,0.096875,221,0.690625,340442.468750,0.002105
18,29,328,366,1595,1259,336,252,54,47,7,6,1873,62,106.017326,81.077606,5.587107,0.847065,4.458435,1.460036,0,0.000000,0,0.000000,32,0.097561,222,0.676829,342264.218750,0.006275
18,59,337,366,1639,1290,349,262,44,31,13,10,1926,53,109.706024,85.120911,5.579718,0.879031,4.429335,1.456797,0,0.000000,0,0.000000,27,0.080119,230,0.682493,343672.031250,0.000000
19,29,339,366,1684,1328,356,266,45,38,7,4,1973,47,107.864159,79.898125,5.533330,0.901521,4.431211,1.461689,0,0.000000,0,0.000000,26,0.076696,227,0.669617,344248.656250,0.000000
19,59,348,366,1731,1364,367,275,47,36,11,9,2029,56,109.875336,82.131065,5.552834,0.924067,4.446990,1.489575,0,0.000000,0,0.000000,31,0.089080,231,0.663793,344973.250000,0.000000
20,29,337,366,1776,1398,378,285,45,34,11,10,2063,34,119.571991,82.062889,5.567138,0.913994,4.440464,1.469890,0,0.000000,0,0.000000,30,0.089021,227,0.673590,345065.375000,0.004473
20,59,355,366,1821,1439,382,288,45,41,4,3,2126,63,117.677841,86.952995,5.598770,0.955390,4.376687,1.376706,0,0.000000,0,0.000000,32,0.090141,239,0.673239,345427.656250,0.000007
21,29,367,367,1875,1488,387,293,54,49,5,5,2192,66,113.977905,90.920898,5.585488,0.957091,4.375905,1.328718,0,0.000000,0,0.000000,35,0.095368,251,0.683924,345742.437500,0.000000
21,59,377,380,1933,1541,392,298,58,53,5,5,2260,68,109.797569,91.775749,5.628832,0.926828,4.305335,1.231507,0,0.000000,0,0.000000,42,0.111406,258,0.684350,345595.062500,0.000000
22,29,378,389,1992,1591,401,304,59,50,9,6,2320,60,106.595184,85.206924,5.662615,0.921073,4.275512,1.174924,0,0.000000,0,0.000000,45,0.119048,261,0.690476,345746.968750,0.001418
22,59,385,389,2039,1630,409,310,47,39,8,6,2374,54,109.053802,84.550110,5.633971,0.906111,4.359767,1.279158,0,0.000000,0,0.000000,46,0.119481,268,0.696104,345635.562500,0.001680
23,29,378,389,2102,1689,413,312,63,59,4,2,2430,56,110.722229,88.069725,5.680800,0.910411,4.372186,1.280084,0,0.000000,0,0.000000,47,0.124339,271,0.716931,345670.937500,0.000000
23,59,376,389,2154,1735,419,317,52,46,6,5,2480,50,114.850319,88.395287,5.729881,0.937303,4.413975,1.264756,0,0.000000,0,0.000000,57,0.151596,268,0.712766,345201.281250,0.000006
24,29,368,389,2222,1799,423,319,68,64,4,2,2540,60,111.859138,87.700279,5.709388,0.945364,4.452114,1.274637,0,0.000000,0,0.000000,61,0.165761,268,0.728261,345238.843750,0.000756
24,59,351,389,2291,1862,429,323,69,63,6,4,2592,52,111.064217,89.564705,5.736073,0.944584,4.500667,1.261422,0,0.000000,0,0.000000,62,0.176638,256,0.729345,344743.312500,0.000000
25,29,357,389,2341,1910,431,324,50,48,2,1,2648,56,114.357880,94.453911,5.780744,0.922157,4.541689,1.258165,0,0.000000,0,0.000000,69,0.193277,266,0.745098,345528.687500,0.002458
25,59,341,389,2410,1976,434,325,69,66,3,1,2701,53,113.739395,96.820496,5.852400,0.939530,4.552006,1.242223,1,0.002933,0,0.000000,77,0.225806,252,0.739003,343928.531250,0.001329
26,29,332,389,2471,2032,439,328,61,56,5,3,2753,52,111.025627,95.428650,5.868443,0.952632,4.547711,1.255544,1,0.003012,0,0.000000,82,0.246988,239,0.719880,345181.375000,0.000000
26,59,325,389,2522,2080,442,331,51,48,3,3,2797,44,116.100555,99.743645,5.876756,0.947706,4.516202,1.219302,1,0.003077,0,0.000000,75,0.230769,240,0.738462,343377.656250,0.014213
27,29,309,389,2582,2132,450,338,60,52,8,7,2841,44,115.957977,102.367119,5.872953,0.995941,4.556909,1.213073,1,0.003236,0,0.000000,77,0.249191,228,0.737864,341267.625000,0.001664
27,59,318,389,2623,2169,454,341,41,37,4,3,2891,50,117.755150,105.909775,5.864567,1.039325,4.606584,1.247981,1,0.003145,0,0.000000,80,0.251572,234,0.735849,342549.781250,0.000024
28,29,329,389,2670,2207,463,346,47,38,9,5,2949,58,118.148994,111.031242,5.813244,1.045168,4.625559,1.241550,1,0.003040,0,0.000000,86,0.261398,247,0.750760,344230.968750,0.000009
28,59,333,389,2718,2246,472,354,48,39,9,8,3001,52,118.330673,111.450462,5.837603,1.033223,4.617757,1.214854,1,0.003003,0,0.000000,87,0.261261,252,0.756757,344072.093750,0.000017
29,29,360,389,2758,2280,478,359,40,34,6,5,3068,67,114.119965,96.916077,5.836164,1.064554,4.649455,1.193540,1,0.002778,0,0.000000,104,0.288889,278,0.772222,345436.937500,0.000000
29,59,385,389,2792,2311,481,362,34,31,3,3,3127,59,113.420837,87.400772,5.833806,1.081414,4.695429,1.203871,1,0.002597,0,0.000000,115,0.298701,299,0.776623,345151.375000,0.001631
30,29,389,395,2837,2354,483,364,45,43,2,2,3176,49,118.259499,88.023827,5.802123,1.102837,4.710798,1.176850,1,0.002571,0,0.000000,125,0.321337,308,0.791774,344799.937500,0.001638
30,59,391,395,2887,2401,486,367,50,47,3,3,3228,52,120.136551,89.915428,5.802784,1.116853,4.728261,1.178057,1,0.002558,0,0.000000,133,0.340153,308,0.787724,345196.843750,0.006092
31,29,377,395,2951,2463,488,368,64,62,2,1,3278,50,121.577980,91.952415,5.868945,1.133888,4.762329,1.167298,2,0.005305,0,0.000000,131,0.347480,300,0.795756,345145.218750,0.000000
31,59,356,395,3024,2533,491,370,73,70,3,2,3330,52,118.891479,91.894424,5.939959,1.189417,4.796347,1.212846,2,0.005618,0,0.000000,127,0.356742,291,0.817416,345490.062500,0.000000
32,29,348,395,3091,2594,497,374,67,61,6,4,3389,59,116.714912,93.466537,5.964428,1.182153,4.777605,1.183895,2,0.005747,0,0.000000,128,0.367816,284,0.816092,345514.468750,0.000253
32,59,348,395,3148,2646,502,378,57,52,5,4,3446,57,113.869736,93.361794,5.953381,1.197511,4.777834,1.190256,3,0.008621,0,0.000000,133,0.382184,288,0.827586,345339.406250,0.000231
33,29,346,395,3196,2689,507,383,48,43,5,5,3492,46,119.415398,96.418045,5.971084,1.225161,4.803452,1.204310,4,0.011561,0,0.000000,136,0.393064,285,0.823699,345259.500000,0.000007
33,59,331,395,3259,2747,512,387,63,58,5,4,3540,48,117.260406,96.444504,6.032712,1.234856,4.763290,1.143502,4,0.012085,0,0.000000,133,0.401813,275,0.830816,344545.500000,0.017197
34,29,326,395,3310,2794,516,389,51,47,4,2,3586,46,117.031044,95.226906,6.090755,1.214545,4.716423,1.144796,3,0.009202,0,0.000000,124,0.380368,268,0.822086,344049.625000,0.000069
34,59,324,395,3362,2842,520,391,52,48,4,2,3636,50,115.504578,96.044678,6.059714,1.203007,4.747094,1.140104,3,0.009259,0,0.000000,131,0.404321,261,0.805556,343632.812500,0.000064
35,29,328,395,3412,2885,527,396,50,43,7,5,3690,54,112.999809,96.125740,6.095964,1.230852,4.706228,1.105744,4,0.012195,0,0.000000,132,0.402439,267,0.814024,344028.468750,0.011467
35,59,332,395,3463,2927,536,401,51,42,9,5,3745,55,111.136742,96.724426,6.126109,1.211798,4.667393,1.089852,4,0.012048,0,0.000000,134,0.403614,270,0.813253,344360.156250,0.005056
36,29,343,395,3503,2965,538,403,40,38,2,2,3796,51,113.493546,97.479416,6.180335,1.226176,4.675967,1.039006,4,0.011662,0,0.000000,138,0.402332,274,0.798834,345269.625000,0.002804
36,59,354,395,3552,3010,542,407,49,45,4,4,3856,60,113.774078,100.377235,6.271507,1.227201,4.653881,1.045124,4,0.011299,0,0.000000,140,0.395480,290,0.819209,345076.187500,0.000001
37,29,348,395,3603,3058,545,410,51,48,3,3,3901,45,116.757782,101.782944,6.309364,1.234011,4.679247,1.009255,4,0.011494,0,0.000000,138,0.396552,289,0.830460,345179.906250,0.016073
37,59,349,395,3651,3102,549,413,48,44,4,3,3950,49,119.116943,103.152000,6.374712,1.215518,4.628499,0.941792,6,0.017192,0,0.000000,130,0.372493,291,0.833811,345452.937500,0.000000
38,29,356,395,3702,3153,549,413,51,51,0,0,4008,58,116.951851,104.987038,6.486895,1.203017,4.569915,0.921705,8,0.022472,0,0.000000,127,0.356742,295,0.828652,345669.531250,0.000002
38,59,366,395,3740,3187,553,417,38,34,4,4,4056,48,124.247650,107.588150,6.564823,1.194122,4.584572,0.881632,9,0.024590,0,0.000000,123,0.336066,304,0.830601,345831.687500,0.000153
39,29,367,395,3781,3227,554,418,41,40,1,1,4098,42,131.615891,111.356461,6.604389,1.197762,4.566136,0.839989,9,0.024523,0,0.000000,124,0.337875,305,0.831063,345961.937500,0.000000
39,59,372,395,3834,3275,559,422,53,48,5,4,4156,58,129.982864,115.620667,6.677633,1.178207,4.566032,0.824051,11,0.029570,0,0.000000,117,0.314516,311,0.836021,345763.093750,0.000000
40,29,359,395,3890,3326,564,424,56,51,5,2,4199,43,128.990875,114.475296,6.710315,1.149717,4.561133,0.808004,11,0.030641,0,0.000000,106,0.295265,303,0.844011,345705.125000,0.000612
40,59,366,395,3932,3363,569,426,42,37,5,2,4248,49,130.202118,115.149910,6.789204,1.136608,4.581810,0.825603,11,0.030055,0,0.000000,105,0.286885,310,0.846995,345769.312500,0.000000
41,29,373,395,3974,3398,576,432,42,35,7,6,4297,49,132.434174,117.784050,6.830683,1.121686,4.616111,0.824340,12,0.032172,0,0.000000,102,0.273458,321,0.860590,345455.937500,0.000000
41,59,376,395,4022,3445,577,433,48,47,1,1,4348,51,131.570480,119.569550,6.867383,1.078192,4.622851,0.803773,13,0.034574,0,0.000000,103,0.273936,326,0.867021,345379.875000,0.000000
42,29,393,396,4053,3473,580,436,31,28,3,3,4396,48,137.246704,122.087013,6.920890,1.052898,4.620624,0.799135,14,0.035623,0,0.000000,101,0.256997,345,0.877863,345125.906250,0.000000
42,59,392,397,4097,3512,585,440,44,39,5,4,4439,43,141.326935,123.280807,6.950315,1.046713,4.648624,0.813318,15,0.038265,0,0.000000,99,0.252551,344,0.877551,344993.000000,0.000000
43,29,399,399,4141,3555,586,441,44,43,1,1,4490,51,141.525085,126.006638,7.011274,0.965386,4.624528,0.785015,13,0.032581,0,0.000000,99,0.248120,351,0.879699,344821.062500,0.000000
43,59,422,422,4181,3595,586,441,40,40,0,0,4553,63,139.740082,128.668381,7.057368,0.934732,4.651359,0.803809,13,0.030806,0,0.000000,106,0.251185,371,0.879147,344761.531250,0.000000
44,29,438,439,4221,3634,587,442,40,39,1,1,4609,56,143.401443,132.078262,7.065315,0.931071,4.631731,0.776095,18,0.041096,0,0.000000,114,0.260274,391,0.892694,344598.812500,0.001465
44,59,437,451,4266,3675,591,446,45,41,4,4,4653,44,149.859299,133.742294,7.104872,0.896451,4.609952,0.754299,20,0.045767,0,0.000000,114,0.260870,398,0.910755,344647.593750,0.004977
45,29,442,451,4306,3709,597,451,40,34,6,5,4698,45,154.451126,134.883224,7.153410,0.862167,4.618638,0.746965,18,0.040724,0,0.000000,112,0.253394,406,0.918552,344535.656250,0.002074
45,59,444,453,4351,3749,602,454,45,40,5,3,4745,47,157.405182,136.958862,7.184021,0.867959,4.609394,0.739490,18,0.040541,0,0.000000,115,0.259009,411,0.925676,344531.875000,0.001480
46,29,436,453,4404,3795,609,461,53,46,7,7,4790,45,160.878876,141.398087,7.234105,0.813398,4.620587,0.740279,17,0.038991,0,0.000000,108,0.247706,406,0.931193,344623.875000,0.000000
46,59,448,453,4441,3828,613,464,37,33,4,3,4839,49,164.610321,143.647827,7.253829,0.806138,4.592994,0.733170,18,0.040179,0,0.000000,113,0.252232,420,0.937500,344345.375000,0.002944
47,29,441,453,4493,3875,618,468,52,47,5,4,4884,45,164.626404,146.896713,7.273525,0.815454,4.579537,0.789427,19,0.043084,0,0.000000,111,0.251701,415,0.941043,344522.375000,0.002596
47,59,449,453,4536,3911,625,475,43,36,7,7,4935,51,164.305145,149.496811,7.288211,0.790805,4.564342,0.755574,17,0.037862,0,0.000000,119,0.265033,424,0.944321,344268.406250,0.000190
48,29,449,455,4585,3955,630,480,49,44,5,5,4984,49,164.579956,151.131882,7.301054,0.790232,4.532829,0.741337,17,0.037862,0,0.000000,120,0.267261,427,0.951002,344461.781250,0.000084
48,59,449,455,4632,3998,634,481,47,43,4,1,5031,47,164.233521,151.831100,7.324334,0.784761,4.525839,0.755520,18,0.040089,0,0.000000,122,0.271715,428,0.953229,344370.750000,0.000006
49,29,461,461,4667,4032,635,482,35,34,1,1,5078,47,165.768326,152.077087,7.326645,0.792910,4.535702,0.755618,19,0.041215,0,0.000000,123,0.266811,439,0.952278,344347.875000,0.000000
49,59,473,479,4709,4073,636,483,42,41,1,1,5132,54,164.017014,151.511429,7.377657,0.777890,4.545399,0.789020,18,0.038055,0,0.000000,116,0.245243,449,0.949260,343935.625000,0.017867
50,29,483,484,4742,4104,638,485,33,31,2,2,5175,43,170.545059,152.635208,7.405019,0.749262,4.574690,0.764800,14,0.028986,0,0.000000,113,0.233954,458,0.948240,344074.406250,0.000021
50,59,467,490,4790,4150,640,486,48,46,2,1,5207,32,177.024536,154.936951,7.426279,0.752618,4.615531,0.802615,15,0.032120,0,0.000000,104,0.222698,438,0.937901,344032.718750,0.003749
51,29,462,490,4835,4193,642,488,45,43,2,2,5247,40,180.408661,158.082306,7.463965,0.744855,4.635375,0.785009,14,0.030303,0,0.000000,95,0.205628,434,0.939394,344339.843750,0.000000
51,59,474,490,4878,4236,642,488,43,43,0,0,5302,55,177.889130,160.776566,7.475677,0.725316,4.641126,0.790492,14,0.029536,0,0.000000,104,0.219409,448,0.945148,344196.875000,0.002403
52,29,486,490,4912,4269,643,489,34,33,1,1,5348,46,182.097382,163.621735,7.481552,0.744813,4.660604,0.783909,16,0.032922,0,0.000000,108,0.222222,459,0.944444,344096.656250,0.000047
52,59,492,494,4957,4314,643,489,45,45,0,0,5399,51,181.392532,166.878464,7.501191,0.782821,4.664797,0.783273,20,0.040650,0,0.000000,101,0.205285,465,0.945122,344115.906250,0.013448
53,29,495,503,5004,4361,643,489,47,47,0,0,5449,50,181.735718,170.576675,7.508462,0.785418,4.696704,0.800427,19,0.038384,0,0.000000,108,0.218182,470,0.949495,344333.125000,0.000000
53,59,494,503,5050,4405,645,490,46,44,2,1,5494,45,180.283478,169.439575,7.501712,0.794864,4.712780,0.808697,22,0.044534,0,0.000000,112,0.226721,466,0.943320,344386.406250,0.000834
54,29,512,515,5082,4437,645,490,32,32,0,0,5544,50,183.353958,170.893738,7.492707,0.803432,4.722672,0.830960,25,0.048828,0,0.000000,121,0.236328,485,0.947266,344557.968750,0.005407
54,59,533,533,5119,4474,645,490,37,37,0,0,5602,58,184.046844,173.529907,7.515571,0.781438,4.713190,0.830237,24,0.045028,0,0.000000,126,0.236398,507,0.951219,344437.531250,0.000006
55,29,556,557,5155,4510,645,490,36,36,0,0,5661,59,185.696625,175.271774,7.507244,0.788454,4.723235,0.852100,24,0.043165,0,0.000000,134,0.241007,529,0.951439,344598.625000,0.000184
55,59,578,578,5185,4540,645,490,30,30,0,0,5713,52,191.391235,177.539719,7.513793,0.789431,4.749918,0.860564,22,0.038062,0,0.000000,143,0.247405,552,0.955017,344687.562500,0.000003
56,29,586,588,5215,4569,646,490,30,29,1,0,5751,38,201.459259,178.168564,7.530707,0.754258,4.740715,0.856921,21,0.035836,0,0.000000,145,0.247440,560,0.955631,344961.468750,0.000126
56,59,599,601,5246,4600,646,490,31,31,0,0,5795,44,210.471130,181.073074,7.538627,0.733452,4.743324,0.856765,19,0.031720,0,0.000000,144,0.240401,574,0.958264,345419.312500,0.000000
57,29,622,626,5283,4633,650,494,37,33,4,4,5855,60,214.475128,185.255264,7.562674,0.718029,4.739260,0.852001,19,0.030547,0,0.000000,151,0.242765,597,0.959807,345949.500000,0.003594
57,59,622,626,5330,4676,654,496,47,43,4,2,5902,47,220.970840,189.273956,7.582991,0.706764,4.760382,0.864637,16,0.025723,0,0.000000,146,0.234727,599,0.963023,346294.187500,0.019341
58,29,629,631,5376,4719,657,496,46,43,3,0,5955,53,222.914520,192.911041,7.605575,0.715029,4.767826,0.874390,13,0.020668,0,0.000000,151,0.240064,608,0.966614,346444.750000,0.007902
58,59,634,636,5419,4753,666,504,43,34,9,8,6003,48,228.868988,194.950272,7.606641,0.716745,4.786227,0.880256,12,0.018927,0,0.000000,157,0.247634,613,0.966877,346621.250000,0.000924
59,29,635,637,5457,4789,668,506,38,36,2,2,6042,39,235.054428,196.651550,7.608957,0.724691,4.784134,0.877738,13,0.020472,0,0.000000,165,0.259843,616,0.970079,346528.906250,0.000800
59,59,657,658,5491,4817,674,511,34,28,6,5,6098,56,239.095795,201.991425,7.612762,0.713965,4.810067,0.898565,12,0.018265,0,0.000000,181,0.275495,638,0.971081,346587.843750,0.026475
60,29,683,683,5517,4842,675,512,26,25,1,1,6150,52,242.808243,203.550339,7.626150,0.700591,4.823604,0.895532,11,0.016105,0,0.000000,191,0.279649,663,0.970717,347018.156250,0.000432
60,59,681,689,5557,4876,681,517,40,34,6,5,6188,38,251.465073,206.452469,7.659888,0.688125,4.822931,0.894212,9,0.013216,0,0.000000,193,0.283407,662,0.972100,346615.906250,0.000834
61,29,691,691,5594,4911,683,518,37,35,2,1,6235,47,255.623032,209.930222,7.675309,0.672964,4.823455,0.886894,8,0.011577,0,0.000000,204,0.295224,672,0.972504,346557.531250,0.000000
61,59,714,714,5621,4932,689,522,27,21,6,4,6285,50,261.487976,213.535172,7.681343,0.671887,4.820874,0.899064,7,0.009804,0,0.000000,216,0.302521,698,0.977591,346432.937500,0.000000
62,29,732,732,5651,4960,691,523,30,28,2,1,6333,48,267.305573,217.448715,7.685055,0.685585,4.842100,0.904645,8,0.010929,0,0.000000,222,0.303279,717,0.979508,346404.437500,0.000000
62,59,756,756,5685,4989,696,528,34,29,5,5,6391,58,268.557465,220.451324,7.698818,0.693058,4.845810,0.909412,7,0.009259,0,0.000000,234,0.309524,739,0.977513,346340.718750,0.000000
63,29,756,765,5730,5029,701,533,45,40,5,5,6436,45,269.518127,219.730377,7.710624,0.691337,4.842221,0.905854,7,0.009259,0,0.000000,238,0.314815,742,0.981481,346338.312500,0.000559
63,59,774,776,5767,5063,704,536,37,34,3,3,6491,55,270.327820,222.482025,7.724845,0.668876,4.839361,0.905767,7,0.009044,0,0.000000,254,0.328165,759,0.980620,346245.562500,0.000011
64,29,808,808,5796,5090,706,537,29,27,2,1,6554,63,267.751190,221.270325,7.723572,0.666626,4.829401,0.901713,8,0.009901,0,0.000000,266,0.329208,793,0.981436,346520.625000,0.000000
64,59,813,819,5837,5129,708,539,41,39,2,2,6600,46,269.802002,220.682724,7.739805,0.664383,4.831462,0.900747,7,0.008610,0,0.000000,271,0.333333,797,0.980320,346462.187500,0.000020
65,29,841,841,5864,5152,712,542,27,23,4,3,6655,55,275.884796,223.135803,7.755755,0.636617,4.840268,0.904932,6,0.007134,0,0.000000,282,0.335315,829,0.985731,346565.250000,0.000000
65,59,844,847,5902,5190,712,542,38,38,0,0,6696,41,282.337799,223.683609,7.766133,0.632393,4.831507,0.907085,4,0.004739,0,0.000000,291,0.344787,830,0.983412,346602.343750,0.000985
66,29,863,865,5931,5219,712,542,29,29,0,0,6744,48,288.318726,226.482239,7.780593,0.630317,4.839655,0.906918,4,0.004635,0,0.000000,304,0.352260,847,0.981460,346559.468750,0.000210
66,59,863,868,5976,5264,712,542,45,45,0,0,6789,45,290.875549,228.210358,7.788623,0.637257,4.852752,0.920341,4,0.004635,0,0.000000,311,0.360371,846,0.980301,346528.937500,0.001214
67,29,858,868,6028,5314,714,544,52,50,2,2,6836,47,289.959900,227.741776,7.800747,0.644375,4.851771,0.918631,4,0.004662,0,0.000000,311,0.362471,842,0.981352,346611.312500,0.000001
67,59,864,868,6066,5351,715,545,38,37,1,1,6880,44,293.087952,226.414169,7.812178,0.653411,4.854432,0.931770,4,0.004630,0,0.000000,315,0.364583,848,0.981481,346620.593750,0.000000
