Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime (in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Lenght, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent
0,0,50,50,0,0,0,0,0,0,0,0,0.000000,0.000000,5.301187,1.393363,5.164361,1.459151,0,0.000000,1,0.020000,15,0.300000,11,0.220000
0,30,34,50,16,0,16,16,0,16,0,0,30.000669,0.000527,5.512319,1.230812,5.019555,1.222065,0,0.000000,0,0.000000,0,0.000000,9,0.264706
1,0,9,50,41,0,41,25,0,25,0,0,60.000225,0.001618,4.622872,0.872270,3.998227,0.691034,0,0.000000,0,0.000000,0,0.000000,2,0.222222
1,30,1,50,49,0,49,8,0,8,0,0,90.000999,0.000000,3.917819,0.000000,2.898936,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
2,0,1,50,49,0,49,0,0,0,0,0,120.001999,0.000000,3.917819,0.000000,2.898936,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
2,30,1,50,49,0,49,0,0,0,0,0,150.003006,0.000000,3.917819,0.000000,2.898936,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000
