Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime (in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Lenght, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent
0,0,50,50,0,0,0,0,0,0,0,0,0.000000,0.000000,5.281701,1.475511,5.105319,1.296007,0,0.000000,0,0.000000,16,0.320000,16,0.320000
0,30,28,50,22,0,22,22,0,22,0,0,30.000746,0.000509,5.691318,1.094604,4.665653,1.023194,0,0.000000,0,0.000000,1,0.035714,10,0.357143
