Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
0,0,50,50,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,4.845154,1.452939,5.071277,1.309121,0,0.000000,0,0.000000,9,0.180000,11,0.220000,125209.929688,1.618253
0,29,51,52,7,0,7,4,7,0,7,4,8,8,26.955278,7.731825,4.770181,1.447269,4.868064,1.312803,0,0.000000,0,0.000000,4,0.078431,11,0.215686,301779.406250,0.032406
0,59,77,77,11,0,11,7,4,0,4,3,38,30,41.429985,21.911356,4.725152,1.429303,4.805541,1.263586,0,0.000000,0,0.000000,2,0.025974,16,0.207792,224150.578125,0.123946
1,29,117,117,14,0,14,8,3,0,3,1,81,43,51.172848,33.168167,4.638174,1.431632,4.811329,1.267728,0,0.000000,0,0.000000,4,0.034188,25,0.213675,215459.625000,0.019836
1,59,144,144,28,0,28,14,14,0,14,6,122,41,63.151775,41.647774,4.400897,1.379494,4.652964,1.204734,0,0.000000,0,0.000000,5,0.034722,35,0.243056,187138.796875,0.174697
2,29,167,167,53,5,48,22,25,5,20,8,170,48,73.639427,49.247604,4.331368,1.409747,4.516340,1.118206,0,0.000000,0,0.000000,6,0.035928,41,0.245509,194475.671875,0.141452
2,59,175,182,85,6,79,47,32,1,31,25,210,40,95.672386,54.297714,4.288691,1.386966,4.462766,1.122494,0,0.000000,0,0.000000,6,0.034286,41,0.234286,207823.953125,0.178393
3,29,204,204,107,17,90,50,22,11,11,3,261,51,98.099640,66.272003,4.395755,1.406858,4.487119,1.133047,0,0.000000,0,0.000000,8,0.039216,53,0.259804,212494.828125,0.058599
3,59,246,246,122,23,99,56,15,6,9,6,318,57,102.696465,75.204887,4.467532,1.390673,4.493814,1.101398,0,0.000000,0,0.000000,10,0.040650,66,0.268293,270264.312500,0.024991
4,29,304,304,134,33,101,57,12,10,2,1,388,70,103.696716,82.246017,4.517860,1.372229,4.536849,1.104456,0,0.000000,0,0.000000,16,0.052632,80,0.263158,319441.812500,0.008007
4,59,336,336,155,52,103,58,21,19,2,1,441,53,111.673958,86.275223,4.561723,1.363623,4.519852,1.104861,0,0.000000,0,0.000000,20,0.059524,86,0.255952,330856.937500,0.000206
5,29,379,380,171,68,103,58,16,16,0,0,500,59,119.119278,90.001282,4.642965,1.339384,4.493558,1.117453,0,0.000000,0,0.000000,27,0.071240,106,0.279683,343355.406250,0.000000
5,59,393,395,213,110,103,58,42,42,0,0,556,56,125.986595,96.571953,4.798361,1.283278,4.469573,1.136338,0,0.000000,0,0.000000,34,0.086514,112,0.284987,343936.062500,0.000000
6,29,397,401,271,167,104,59,58,57,1,1,618,62,127.967056,100.143669,5.048676,1.166851,4.464735,1.141294,0,0.000000,0,0.000000,41,0.103275,124,0.312343,344588.281250,0.000000
6,59,400,407,330,224,106,61,59,57,2,2,680,62,133.445892,106.586029,5.278412,1.078517,4.450464,1.140706,0,0.000000,0,0.000000,50,0.125000,139,0.347500,344265.500000,0.001583
7,29,370,407,406,300,106,61,76,76,0,0,726,46,134.080994,107.794434,5.497395,0.936556,4.436456,1.134523,0,0.000000,0,0.000000,48,0.129730,135,0.364865,342552.281250,0.000061
7,59,337,407,491,383,108,63,85,83,2,2,778,52,123.033844,99.814583,5.674885,0.853383,4.332183,1.096585,0,0.000000,0,0.000000,46,0.136499,145,0.430267,332140.406250,0.040500
8,29,328,407,564,453,111,65,73,70,3,2,842,64,115.090836,98.972443,5.807547,0.831501,4.267318,1.065186,0,0.000000,0,0.000000,50,0.152439,147,0.448171,331415.218750,0.021085
8,59,320,407,616,504,112,65,52,51,1,0,886,44,114.737633,95.848419,5.888938,0.795180,4.220743,1.028252,0,0.000000,0,0.000000,46,0.143750,146,0.456250,328207.250000,0.020308
9,29,314,407,677,558,119,70,61,54,7,5,941,55,109.181305,89.104111,5.959640,0.772978,4.213729,0.999886,0,0.000000,0,0.000000,37,0.117834,156,0.496815,322972.812500,0.021463
9,59,341,407,716,590,126,75,39,32,7,5,1007,66,105.760300,85.247353,5.949388,0.802638,4.227706,1.002099,0,0.000000,0,0.000000,42,0.123167,174,0.510264,336350.312500,0.000040
10,29,375,407,753,620,133,80,37,30,7,5,1078,71,102.879684,82.003815,5.978427,0.804418,4.206310,1.015787,0,0.000000,0,0.000000,43,0.114667,192,0.512000,343484.937500,0.000057
10,59,395,407,792,645,147,91,39,25,14,11,1137,59,107.774406,80.047745,6.007074,0.769376,4.188928,1.006470,0,0.000000,0,0.000000,44,0.111392,214,0.541772,344772.750000,0.001031
11,29,423,425,820,666,154,96,28,21,7,5,1193,56,115.472771,80.420769,6.002231,0.744161,4.172636,1.003754,0,0.000000,0,0.000000,47,0.111111,231,0.546099,344961.250000,0.000000
11,59,461,462,857,696,161,103,37,30,7,7,1268,75,118.215385,84.746376,6.021120,0.740706,4.177202,1.008842,0,0.000000,0,0.000000,46,0.099783,244,0.529284,344365.656250,0.002396
12,29,462,468,912,747,165,107,55,51,4,4,1324,56,121.159874,83.211243,6.054179,0.733337,4.172421,1.009676,0,0.000000,0,0.000000,44,0.095238,247,0.534632,344298.656250,0.000000
12,59,465,475,965,796,169,110,53,49,4,3,1380,56,123.426262,80.439598,6.044641,0.720671,4.146132,0.994020,0,0.000000,0,0.000000,44,0.094624,249,0.535484,344420.531250,0.013550
13,29,463,475,1034,861,173,114,69,65,4,4,1447,67,123.978851,81.811890,6.096478,0.711307,4.113089,0.966073,0,0.000000,0,0.000000,38,0.082073,245,0.529158,344827.718750,0.000002
13,59,441,475,1117,937,180,120,83,76,7,6,1508,61,121.434731,80.980843,6.077219,0.717063,4.089348,0.964893,0,0.000000,0,0.000000,40,0.090703,248,0.562358,345175.375000,0.031547
14,29,418,475,1196,1014,182,121,79,77,2,1,1564,56,117.286957,78.484993,6.086120,0.721631,4.063355,0.967085,0,0.000000,0,0.000000,36,0.086124,245,0.586124,345474.625000,0.041172
14,59,402,475,1268,1081,187,125,72,67,5,4,1620,56,114.642509,76.427757,6.100635,0.724246,4.053928,0.943584,0,0.000000,0,0.000000,33,0.082090,241,0.599503,345397.093750,0.001078
15,29,390,475,1340,1143,197,132,72,62,10,7,1680,60,111.609940,76.012527,6.104408,0.713902,4.057486,0.931162,0,0.000000,0,0.000000,32,0.082051,245,0.628205,344672.125000,0.002965
15,59,376,475,1412,1209,203,135,72,66,6,3,1738,58,107.391258,74.475929,6.099479,0.703489,4.083296,0.907302,0,0.000000,0,0.000000,32,0.085106,234,0.622340,344011.687500,0.000247
16,29,406,475,1456,1248,208,138,44,39,5,3,1812,74,105.786697,75.876427,6.104292,0.729256,4.101314,0.904270,0,0.000000,0,0.000000,34,0.083744,261,0.642857,345285.718750,0.004495
16,59,398,475,1520,1304,216,143,64,56,8,5,1868,56,106.472389,74.565704,6.136333,0.694104,4.093604,0.860089,0,0.000000,0,0.000000,32,0.080402,264,0.663317,345187.843750,0.000019
17,29,414,475,1572,1351,221,147,52,47,5,4,1936,68,107.056808,75.271011,6.152927,0.672941,4.069274,0.836415,0,0.000000,0,0.000000,35,0.084541,284,0.685990,345017.093750,0.000091
17,59,408,475,1637,1408,229,153,65,57,8,6,1995,59,108.530014,77.347771,6.183151,0.652122,4.101022,0.816204,1,0.002451,0,0.000000,31,0.075980,286,0.700980,345110.937500,0.000000
18,29,413,475,1689,1456,233,156,52,48,4,3,2052,57,114.281769,80.855331,6.219918,0.623649,4.081834,0.813408,1,0.002421,0,0.000000,33,0.079903,298,0.721550,345401.031250,0.020678
18,59,422,475,1753,1513,240,161,64,57,7,5,2125,73,114.276878,84.086891,6.247438,0.628303,4.069464,0.801897,2,0.004739,0,0.000000,28,0.066351,304,0.720379,345369.406250,0.005170
19,29,428,475,1817,1574,243,164,64,61,3,3,2195,70,114.638199,88.491875,6.268977,0.626084,4.104940,0.823841,2,0.004673,0,0.000000,27,0.063084,313,0.731308,345281.218750,0.000002
19,59,436,475,1871,1628,243,164,54,54,0,0,2257,62,113.954880,86.373276,6.285260,0.610274,4.098304,0.819890,3,0.006881,0,0.000000,24,0.055046,328,0.752294,345233.718750,0.000010
20,29,435,475,1939,1688,251,170,68,60,8,6,2324,67,110.856163,84.254204,6.297422,0.604111,4.084493,0.807962,3,0.006897,0,0.000000,27,0.062069,334,0.767816,345203.531250,0.025218
20,59,445,475,1986,1733,253,171,47,45,2,1,2381,57,114.580795,84.599571,6.299090,0.585240,4.084208,0.796649,4,0.008989,0,0.000000,30,0.067416,353,0.793258,344971.718750,0.000000
21,29,451,475,2044,1784,260,177,58,51,7,6,2445,64,115.871979,83.408707,6.313124,0.585208,4.102879,0.791775,4,0.008869,0,0.000000,32,0.070953,355,0.787140,344944.437500,0.025679
21,59,442,475,2097,1831,266,183,53,47,6,6,2489,44,125.839737,87.456459,6.323238,0.586669,4.073119,0.785844,4,0.009050,0,0.000000,32,0.072398,356,0.805430,345027.781250,0.011224
22,29,455,475,2152,1880,272,188,55,49,6,5,2557,68,124.324326,90.019928,6.320477,0.588262,4.061256,0.763223,4,0.008791,0,0.000000,38,0.083516,372,0.817582,344906.968750,0.000000
22,59,470,475,2206,1925,281,197,54,45,9,9,2626,69,125.212227,91.913063,6.305867,0.589795,4.089122,0.760200,4,0.008511,0,0.000000,41,0.087234,390,0.829787,345117.375000,0.039500
23,29,466,475,2266,1982,284,200,60,57,3,3,2682,56,125.941116,89.576393,6.311847,0.593717,4.073655,0.746271,4,0.008584,0,0.000000,43,0.092275,393,0.843348,345161.781250,0.051228
23,59,462,475,2330,2042,288,202,64,60,4,2,2742,60,127.528214,93.275520,6.330065,0.599627,4.033455,0.711831,4,0.008658,0,0.000000,43,0.093074,394,0.852814,345812.687500,0.000008
24,29,447,475,2401,2110,291,205,71,68,3,3,2798,56,127.142235,95.826118,6.333321,0.590133,4.051594,0.710415,2,0.004474,0,0.000000,41,0.091723,384,0.859060,345670.593750,0.013472
24,59,434,475,2460,2163,297,211,59,53,6,6,2844,46,131.273026,97.507996,6.339731,0.583754,4.025146,0.685636,2,0.004608,0,0.000000,44,0.101382,372,0.857143,345630.156250,0.002468
25,29,449,475,2513,2211,302,216,53,48,5,5,2912,68,128.013229,98.073349,6.360915,0.583858,4.023242,0.682867,2,0.004454,0,0.000000,52,0.115813,382,0.850780,345267.656250,0.002510
25,59,466,475,2567,2263,304,218,54,52,2,2,2983,71,124.002525,96.422646,6.381627,0.588226,4.011619,0.673431,2,0.004292,0,0.000000,58,0.124464,401,0.860515,345080.875000,0.002365
26,29,481,481,2621,2312,309,221,54,49,5,3,3052,69,123.547981,97.983627,6.386466,0.592425,3.992954,0.662058,2,0.004158,0,0.000000,60,0.124740,410,0.852391,344901.750000,0.000000
26,59,500,505,2674,2359,315,227,53,47,6,6,3124,72,122.895256,96.608246,6.404662,0.592800,3.988135,0.664174,2,0.004000,0,0.000000,69,0.138000,427,0.854000,344595.718750,0.000197
27,29,514,515,2722,2401,321,232,48,42,6,5,3186,62,126.706322,96.732605,6.409924,0.601667,3.986099,0.660278,2,0.003891,0,0.000000,71,0.138132,433,0.842412,344323.843750,0.001753
27,59,537,537,2764,2438,326,235,42,37,5,3,3251,65,132.419250,99.505852,6.413799,0.600999,3.979304,0.661069,2,0.003724,0,0.000000,78,0.145251,453,0.843575,344178.062500,0.000000
28,29,544,547,2816,2487,329,237,52,49,3,2,3310,59,138.547043,102.484848,6.430325,0.620461,3.976354,0.659741,2,0.003676,0,0.000000,82,0.150735,467,0.858456,344176.875000,0.000005
28,59,544,552,2875,2543,332,240,59,56,3,3,3369,59,141.526337,104.271713,6.428485,0.612045,3.975329,0.653156,2,0.003676,0,0.000000,91,0.167279,461,0.847426,344005.125000,0.000507
29,29,578,578,2921,2588,333,241,46,45,1,1,3449,80,142.130569,107.860268,6.439731,0.611428,3.966583,0.651916,2,0.003460,0,0.000000,107,0.185121,496,0.858131,343680.750000,0.000000
29,59,593,594,2969,2634,335,242,48,46,2,1,3512,63,147.182114,110.361641,6.449423,0.614811,3.946259,0.655998,1,0.001686,0,0.000000,113,0.190556,511,0.861720,344123.468750,0.005331
30,29,597,597,3025,2688,337,244,56,54,2,2,3572,60,150.377808,110.794464,6.452704,0.616645,3.943918,0.658595,1,0.001675,0,0.000000,119,0.199330,522,0.874372,344134.625000,0.015030
30,59,585,600,3093,2756,337,244,68,68,0,0,3628,56,152.938126,113.428963,6.456139,0.623382,3.953624,0.678497,1,0.001709,0,0.000000,125,0.213675,512,0.875214,344260.468750,0.000812
31,29,578,600,3157,2819,338,245,64,63,1,1,3685,57,153.217209,113.573685,6.457406,0.629490,3.948222,0.690555,1,0.001730,0,0.000000,134,0.231834,512,0.885813,345389.250000,0.000051
31,59,591,600,3212,2873,339,246,55,54,1,1,3753,68,154.725983,117.321754,6.467348,0.638106,3.945709,0.682879,1,0.001692,0,0.000000,143,0.241963,524,0.886633,345247.656250,0.017561
32,29,590,600,3267,2928,339,246,55,55,0,0,3807,54,159.290237,119.785759,6.461584,0.636106,3.950726,0.696320,1,0.001695,0,0.000000,154,0.261017,528,0.894915,345495.656250,0.000955
32,59,603,603,3315,2970,345,252,48,42,6,6,3868,61,164.529190,122.108574,6.462416,0.636543,3.944415,0.698654,1,0.001658,0,0.000000,159,0.263682,532,0.882255,345795.968750,0.000167
33,29,595,604,3374,3019,355,260,59,49,10,8,3919,51,169.531723,123.177994,6.444855,0.633837,3.949711,0.683066,1,0.001681,0,0.000000,155,0.260504,524,0.880672,345763.531250,0.001874
33,59,605,609,3420,3060,360,263,46,41,5,3,3975,56,174.239288,114.556824,6.454572,0.637966,3.962588,0.684872,1,0.001653,0,0.000000,164,0.271074,537,0.887603,345906.531250,0.000000
34,29,600,609,3467,3105,362,265,47,45,2,2,4017,42,183.138367,117.970390,6.480100,0.642070,3.957754,0.689026,1,0.001667,0,0.000000,166,0.276667,536,0.893333,346287.968750,0.025561
34,59,609,612,3517,3150,367,268,50,45,5,3,4076,59,187.131500,125.288300,6.486722,0.647229,3.969621,0.700634,1,0.001642,0,0.000000,172,0.282430,545,0.894910,346286.718750,0.016260
35,29,613,622,3560,3190,370,269,43,40,3,1,4123,47,196.058136,131.234772,6.501444,0.650735,3.968968,0.706288,1,0.001631,0,0.000000,176,0.287113,551,0.898858,346114.187500,0.002987
35,59,638,638,3601,3227,374,273,41,37,4,4,4189,66,196.910660,138.269974,6.497889,0.653466,3.968850,0.708324,1,0.001567,0,0.000000,194,0.304075,574,0.899687,346190.343750,0.000001
36,29,624,641,3657,3272,385,282,56,45,11,9,4231,42,205.106720,138.996674,6.501640,0.656479,3.970309,0.726312,0,0.000000,0,0.000000,199,0.318910,562,0.900641,346103.468750,0.004838
36,59,635,641,3699,3306,393,289,42,34,8,7,4284,53,211.088211,144.501480,6.519410,0.660486,3.973024,0.729622,0,0.000000,0,0.000000,205,0.322835,566,0.891339,346048.375000,0.029015
37,29,641,642,3741,3339,402,294,42,33,9,5,4332,48,216.386047,147.308578,6.517856,0.653195,3.994296,0.737437,0,0.000000,0,0.000000,207,0.322933,567,0.884555,346392.062500,0.004725
37,59,657,663,3781,3376,405,296,40,37,3,2,4388,56,218.362900,150.375992,6.543505,0.663134,3.998991,0.755940,0,0.000000,0,0.000000,213,0.324201,586,0.891933,346478.593750,0.000000
38,29,670,672,3816,3408,408,298,35,32,3,2,4436,48,223.971802,153.023560,6.556533,0.671972,4.019763,0.771496,0,0.000000,0,0.000000,216,0.322388,593,0.885075,346607.875000,0.000045
38,59,673,674,3863,3450,413,301,47,42,5,3,4486,50,229.155930,159.116119,6.575681,0.675331,4.025913,0.786222,0,0.000000,0,0.000000,218,0.323923,596,0.885587,346644.750000,0.013954
39,29,700,700,3895,3477,418,306,32,27,5,5,4545,59,231.963303,163.106750,6.580962,0.677155,4.024731,0.785865,0,0.000000,0,0.000000,237,0.338571,621,0.887143,346758.968750,0.000000
39,59,716,717,3940,3520,420,308,45,43,2,2,4606,61,230.724396,166.080765,6.582897,0.670954,4.026502,0.788746,0,0.000000,0,0.000000,252,0.351955,635,0.886872,346756.500000,0.000030
40,29,710,717,3988,3566,422,310,48,46,2,2,4648,42,236.123444,167.142136,6.596412,0.678587,4.047645,0.807787,0,0.000000,0,0.000000,249,0.350704,629,0.885916,346820.843750,0.000000
40,59,728,734,4031,3608,423,311,43,42,1,1,4709,61,234.786758,169.167160,6.609895,0.678825,4.055810,0.814922,0,0.000000,0,0.000000,261,0.358516,642,0.881868,346676.375000,0.016235
41,29,753,754,4076,3652,424,312,45,44,1,1,4779,70,231.906982,173.453354,6.642164,0.690059,4.031106,0.816723,0,0.000000,0,0.000000,276,0.366534,663,0.880478,346489.062500,0.004298
41,59,778,778,4114,3690,424,312,38,38,0,0,4842,63,234.157791,177.513321,6.652257,0.691221,4.045695,0.827352,0,0.000000,0,0.000000,285,0.366324,684,0.879177,346522.531250,0.000017
42,29,781,781,4155,3730,425,312,41,40,1,0,4886,44,240.223145,177.899796,6.640304,0.690928,4.046910,0.825249,0,0.000000,0,0.000000,300,0.384123,688,0.880922,346550.875000,0.000000
42,59,809,809,4191,3766,425,312,36,36,0,0,4950,64,244.014389,184.027802,6.641012,0.694843,4.061322,0.839228,1,0.001236,0,0.000000,318,0.393078,712,0.880099,346528.187500,0.000201
43,29,807,817,4240,3807,433,319,49,41,8,7,4997,47,250.175354,183.808044,6.644531,0.690251,4.062884,0.843184,1,0.001239,0,0.000000,326,0.403965,707,0.876084,346425.031250,0.004776
43,59,809,817,4291,3855,436,321,51,48,3,2,5050,53,251.309982,181.850266,6.654261,0.691847,4.065200,0.841278,1,0.001236,0,0.000000,325,0.401731,708,0.875154,346393.625000,0.027182
44,29,816,817,4345,3909,436,321,54,54,0,0,5111,61,248.381302,181.161774,6.668924,0.691625,4.071035,0.843935,1,0.001225,0,0.000000,337,0.412990,712,0.872549,346418.312500,0.000269
44,59,803,818,4402,3961,441,322,57,52,5,1,5155,44,254.233261,183.378891,6.666872,0.690199,4.080937,0.846010,1,0.001245,0,0.000000,334,0.415940,697,0.867995,346454.656250,0.001306
45,29,797,818,4458,4014,444,325,56,53,3,3,5205,50,255.671051,182.266357,6.662623,0.686044,4.088466,0.830023,1,0.001255,0,0.000000,338,0.424090,694,0.870765,346444.218750,0.008334
46,0,795,818,4509,4058,451,330,51,44,7,5,5254,49,263.038879,186.857849,6.678998,0.678116,4.083529,0.827999,1,0.001258,0,0.000000,340,0.427673,701,0.881761,346680.968750,0.001510
46,30,816,818,4547,4092,455,333,38,34,4,3,5313,59,268.182129,193.218613,6.684025,0.676915,4.110571,0.846169,2,0.002451,0,0.000000,352,0.431373,719,0.881127,346415.625000,0.000145
47,0,797,821,4605,4147,458,335,58,55,3,2,5352,39,273.595428,192.448456,6.671971,0.675481,4.130580,0.859761,2,0.002509,0,0.000000,356,0.446675,703,0.882058,346476.062500,0.011313
47,30,796,821,4647,4186,461,338,42,39,3,3,5393,41,279.356110,191.263290,6.676257,0.677885,4.128787,0.853700,2,0.002513,0,0.000000,353,0.443467,700,0.879397,346475.562500,0.000830
48,0,794,821,4703,4237,466,342,56,51,5,4,5447,54,280.788544,198.311371,6.682573,0.681301,4.141766,0.852372,2,0.002519,0,0.000000,354,0.445844,702,0.884131,346429.500000,0.000083
48,30,818,821,4745,4273,472,346,42,36,6,4,5513,66,280.894440,204.772369,6.654247,0.675955,4.182195,0.857046,3,0.003667,0,0.000000,384,0.469438,719,0.878973,346420.187500,0.000008
49,0,818,832,4802,4327,475,347,57,54,3,1,5570,57,278.408569,207.060547,6.679290,0.677259,4.176214,0.863066,3,0.003667,0,0.000000,389,0.475550,721,0.881418,346333.593750,0.003804
49,30,803,832,4865,4388,477,349,63,61,2,2,5618,48,275.363525,203.573608,6.680739,0.676081,4.202790,0.871474,3,0.003736,0,0.000000,393,0.489415,713,0.887920,346435.750000,0.001549
50,0,820,832,4910,4432,478,350,45,44,1,1,5680,62,271.403992,202.437744,6.674001,0.670689,4.211080,0.881070,4,0.004878,0,0.000000,404,0.492683,724,0.882927,346597.875000,0.000194
50,30,826,832,4958,4477,481,352,48,45,3,2,5734,54,273.405731,205.610260,6.678557,0.669365,4.221414,0.884339,4,0.004843,0,0.000000,413,0.500000,727,0.880145,346413.937500,0.000000
51,0,836,844,5005,4518,487,356,47,41,6,4,5791,57,273.749634,207.162598,6.685471,0.663990,4.218063,0.881318,4,0.004785,0,0.000000,420,0.502392,735,0.879187,346394.375000,0.000066
51,30,830,844,5056,4563,493,360,51,45,6,4,5836,45,273.541351,201.771698,6.671183,0.659186,4.229616,0.875889,4,0.004819,0,0.000000,420,0.506024,726,0.874699,346418.000000,0.000004
52,0,843,844,5100,4605,495,361,44,42,2,1,5893,57,272.772888,201.947983,6.664763,0.654099,4.252728,0.887485,4,0.004745,0,0.000000,430,0.510083,739,0.876631,346655.875000,0.027944
52,30,869,870,5139,4639,500,363,39,34,5,2,5958,65,271.012421,200.263748,6.665961,0.664098,4.263211,0.891908,3,0.003452,0,0.000000,440,0.506329,764,0.879171,346534.031250,0.000000
53,0,872,873,5190,4685,505,365,51,46,5,2,6012,54,271.479553,194.713440,6.663936,0.668345,4.263488,0.895630,3,0.003440,0,0.000000,443,0.508027,766,0.878440,346374.000000,0.007784
53,30,865,880,5239,4730,509,368,49,45,4,3,6054,42,277.578735,193.623093,6.672338,0.676463,4.246244,0.890318,4,0.004624,0,0.000000,445,0.514451,756,0.873988,346444.187500,0.012911
54,0,875,880,5277,4767,510,369,38,37,1,1,6102,48,282.007050,195.101303,6.674805,0.677561,4.229388,0.883420,4,0.004571,0,0.000000,450,0.514286,764,0.873143,346338.812500,0.000194
54,30,891,892,5324,4811,513,371,47,44,3,2,6165,63,282.313354,197.823929,6.673881,0.670665,4.223676,0.876414,4,0.004489,0,0.000000,460,0.516274,782,0.877666,346626.656250,0.000006
55,0,890,894,5374,4857,517,375,50,46,4,4,6214,49,284.742584,196.044479,6.668959,0.666977,4.244411,0.883042,5,0.005618,0,0.000000,464,0.521348,773,0.868539,346661.062500,0.000000
55,30,905,906,5416,4895,521,377,42,38,4,2,6271,57,288.100372,199.267563,6.662083,0.661480,4.261284,0.887899,6,0.006630,0,0.000000,474,0.523757,787,0.869613,346716.437500,0.000005
56,0,914,916,5455,4932,523,379,39,37,2,2,6319,48,294.514679,202.130676,6.667611,0.659256,4.285930,0.895165,5,0.005470,0,0.000000,480,0.525164,793,0.867615,346689.187500,0.000372
56,30,909,924,5498,4973,525,380,43,41,2,1,6357,38,302.048523,201.384155,6.671211,0.652538,4.291862,0.895139,5,0.005501,0,0.000000,479,0.526953,787,0.865787,346686.125000,0.000007
57,0,901,924,5555,5028,527,382,57,55,2,2,6406,49,302.336151,201.671555,6.675465,0.655621,4.285424,0.894015,5,0.005549,0,0.000000,484,0.537181,783,0.869034,346731.062500,0.004401
57,30,902,924,5602,5072,530,384,47,44,3,2,6454,48,305.950775,201.553696,6.675965,0.663859,4.286276,0.895609,6,0.006652,0,0.000000,498,0.552106,779,0.863636,346630.031250,0.000000
58,0,897,924,5653,5120,533,386,51,48,3,2,6500,46,307.611328,201.169342,6.677691,0.660049,4.289977,0.889156,6,0.006689,0,0.000000,496,0.552954,769,0.857302,346684.187500,0.000001
58,30,895,924,5697,5160,537,389,44,40,4,3,6542,42,313.807404,204.084183,6.686713,0.661391,4.286547,0.898453,6,0.006704,0,0.000000,498,0.556425,771,0.861453,346670.437500,0.000001
59,0,875,924,5762,5220,542,392,65,60,5,3,6587,45,312.431854,202.044464,6.686720,0.662147,4.289448,0.901618,6,0.006857,0,0.000000,490,0.560000,750,0.857143,346486.156250,0.019852
59,30,859,924,5817,5272,545,394,55,52,3,2,6626,39,315.484802,203.499359,6.689069,0.664018,4.291664,0.896779,7,0.008149,0,0.000000,486,0.565774,740,0.861467,346503.968750,0.004350
60,0,847,924,5878,5322,556,402,61,50,11,8,6675,49,320.030731,210.025208,6.702529,0.663721,4.285050,0.907921,7,0.008264,0,0.000000,484,0.571429,729,0.860685,346519.468750,0.000000
60,30,826,924,5941,5378,563,408,63,56,7,6,6717,42,321.530914,211.818344,6.709191,0.669536,4.296399,0.919218,6,0.007264,0,0.000000,468,0.566586,709,0.858353,346392.250000,0.001254
61,0,820,924,5991,5422,569,412,50,44,6,4,6761,44,323.306091,215.406326,6.702836,0.672348,4.286935,0.917152,6,0.007317,0,0.000000,469,0.571951,706,0.860976,346505.156250,0.011972
61,30,826,924,6049,5472,577,416,58,50,8,4,6825,64,317.437134,222.715332,6.715187,0.665008,4.301517,0.924029,7,0.008475,0,0.000000,471,0.570218,710,0.859564,346633.750000,0.001779
62,0,813,924,6115,5529,586,424,66,57,9,8,6878,53,314.446899,225.028351,6.702657,0.660389,4.312757,0.908407,7,0.008610,0,0.000000,471,0.579336,698,0.858549,346398.343750,0.001761
62,30,810,924,6165,5573,592,429,50,44,6,5,6925,47,312.745087,223.004715,6.701466,0.661356,4.321934,0.913864,8,0.009877,0,0.000000,468,0.577778,698,0.861728,346419.281250,0.012036
63,0,801,924,6224,5625,599,436,59,52,7,7,6975,50,307.559784,221.153702,6.711338,0.660577,4.323847,0.917073,7,0.008739,0,0.000000,468,0.584270,694,0.866417,346583.000000,0.000156
63,30,800,924,6274,5668,606,443,50,43,7,7,7024,49,308.248138,224.598282,6.712954,0.659359,4.336798,0.914865,8,0.010000,0,0.000000,478,0.597500,693,0.866250,346439.375000,0.000000
64,0,819,924,6318,5706,612,447,44,38,6,4,7087,63,304.891693,229.939301,6.715782,0.655671,4.340493,0.913116,8,0.009768,0,0.000000,489,0.597070,711,0.868132,346489.437500,0.003876
64,30,839,924,6360,5743,617,449,42,37,5,2,7149,62,300.910431,230.703674,6.720983,0.653725,4.344995,0.923206,8,0.009535,0,0.000000,501,0.597139,732,0.872467,346617.406250,0.000142
65,0,843,924,6402,5779,623,452,42,36,6,3,7195,46,304.756836,229.059052,6.714210,0.655771,4.352646,0.934325,9,0.010676,0,0.000000,511,0.606168,742,0.880190,346432.437500,0.000042
65,30,855,924,6436,5807,629,456,34,28,6,4,7241,46,309.486725,229.446106,6.710531,0.657333,4.366118,0.928717,11,0.012865,0,0.000000,521,0.609357,753,0.880702,346615.125000,0.000015
66,0,860,924,6476,5846,630,456,40,39,1,0,7286,45,310.190094,226.805695,6.700509,0.658890,4.375060,0.930951,10,0.011628,0,0.000000,535,0.622093,755,0.877907,346439.343750,0.019079
66,30,850,924,6537,5897,640,462,61,51,10,6,7337,51,308.070496,223.959930,6.696882,0.653801,4.384134,0.930567,9,0.010588,0,0.000000,528,0.621176,749,0.881176,346418.250000,0.010311
67,0,853,924,6581,5938,643,464,44,41,3,2,7384,47,308.964203,221.883575,6.692938,0.650183,4.400300,0.937446,9,0.010551,0,0.000000,528,0.618992,757,0.887456,346350.437500,0.000013
67,30,857,924,6626,5977,649,467,45,39,6,3,7433,49,311.710846,220.866211,6.700755,0.645737,4.413339,0.945411,6,0.007001,0,0.000000,532,0.620770,763,0.890315,346588.000000,0.005849
68,0,857,924,6672,6022,650,468,46,45,1,1,7479,46,314.514954,225.102829,6.693010,0.645777,4.422711,0.946670,6,0.007001,0,0.000000,546,0.637106,767,0.894983,346435.343750,0.000039
