Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
178,1,782,859,12519,11053,1466,890,40,28,12,8,13251,42,365.286804,304.261780,6.748642,0.826602,6.507964,1.090715,0,0.000000,0,0.000000,673,0.860614,738,0.943734,346465.625000,0.000964
178,31,774,859,12567,11088,1479,901,48,35,13,11,13291,40,369.264008,309.615875,6.766368,0.822983,6.515268,1.093818,0,0.000000,0,0.000000,665,0.859173,733,0.947028,346510.812500,0.000105
179,1,763,859,12622,11132,1490,907,55,44,11,6,13335,44,366.070007,312.822601,6.778171,0.844878,6.516237,1.099978,0,0.000000,0,0.000000,659,0.863696,723,0.947575,346502.375000,0.000766
179,31,748,859,12671,11174,1497,911,49,42,7,4,13369,34,367.140198,315.743164,6.786674,0.844683,6.522141,1.106838,1,0.001337,0,0.000000,643,0.859626,709,0.947861,346392.968750,0.000009
180,1,738,859,12719,11216,1503,916,48,42,6,5,13407,38,363.405701,318.709290,6.794581,0.847380,6.520743,1.097019,1,0.001355,0,0.000000,636,0.861789,698,0.945799,346503.218750,0.000150
180,31,741,859,12754,11249,1505,917,35,33,2,1,13445,38,361.905914,320.482788,6.806530,0.823819,6.523234,1.114034,1,0.001350,0,0.000000,641,0.865047,699,0.943320,346533.500000,0.002256
181,1,730,859,12801,11287,1514,925,47,38,9,8,13481,36,362.790924,324.565491,6.812043,0.864878,6.517445,1.112604,1,0.001370,0,0.000000,636,0.871233,691,0.946575,346534.656250,0.010519
181,31,732,859,12842,11324,1518,928,41,37,4,3,13524,43,356.309692,324.782074,6.804348,0.894078,6.503781,1.117368,1,0.001366,0,0.000000,637,0.870219,692,0.945355,346466.187500,0.003318
182,1,741,859,12878,11356,1522,929,36,32,4,1,13569,45,354.653961,327.952057,6.807308,0.902395,6.502924,1.113049,1,0.001350,0,0.000000,653,0.881242,704,0.950067,346418.875000,0.000006
182,31,746,859,12911,11388,1523,930,33,32,1,1,13607,38,353.534515,327.199371,6.803505,0.887749,6.520478,1.109691,1,0.001340,0,0.000000,653,0.875335,709,0.950402,346448.031250,0.000001
183,1,748,859,12947,11417,1530,934,36,29,7,4,13645,38,354.850861,326.271790,6.833702,0.915387,6.503860,1.100970,1,0.001337,0,0.000000,662,0.885027,713,0.953209,346452.500000,0.011853
183,31,757,859,12972,11436,1536,935,25,19,6,1,13679,34,362.098328,326.293884,6.830550,0.910402,6.488720,1.089751,1,0.001321,0,0.000000,672,0.887715,721,0.952444,346488.156250,0.000004
184,1,765,859,13006,11464,1542,937,34,28,6,2,13721,42,365.125336,330.481384,6.819366,0.897248,6.498079,1.083874,1,0.001307,0,0.000000,685,0.895425,728,0.951634,346416.562500,0.000000
184,31,766,859,13043,11496,1547,938,37,32,5,1,13759,38,366.859589,331.776978,6.835344,0.888555,6.501193,1.071281,1,0.001305,0,0.000000,687,0.896867,726,0.947781,346411.718750,0.000000
185,1,790,859,13078,11526,1552,938,35,30,5,0,13818,59,357.563080,330.859528,6.858396,0.876042,6.518071,1.065954,1,0.001266,0,0.000000,711,0.900000,750,0.949367,346426.187500,0.003320
185,31,785,859,13116,11560,1556,940,38,34,4,2,13851,33,361.465485,331.486633,6.871221,0.870897,6.503922,1.068949,0,0.000000,0,0.000000,708,0.901911,748,0.952866,346387.531250,0.001215
186,1,810,859,13141,11580,1561,941,25,20,5,1,13901,50,361.843567,331.636383,6.872970,0.865940,6.510761,1.063036,0,0.000000,0,0.000000,731,0.902469,774,0.955556,346358.906250,0.000285
186,31,800,859,13180,11618,1562,941,39,38,1,0,13930,29,365.921753,332.672668,6.871697,0.881438,6.537623,1.062757,0,0.000000,0,0.000000,723,0.903750,761,0.951250,346340.125000,0.000638
187,1,799,859,13223,11655,1568,944,43,37,6,3,13972,42,366.734192,334.010742,6.869526,0.877282,6.531761,1.062172,0,0.000000,0,0.000000,727,0.909887,758,0.948686,346416.093750,0.000101
187,31,804,859,13256,11684,1572,946,33,29,4,2,14010,38,368.569763,332.418701,6.881790,0.891282,6.518166,1.065392,0,0.000000,0,0.000000,730,0.907960,765,0.951493,346344.500000,0.000000
188,1,807,859,13299,11718,1581,952,43,34,9,6,14056,46,368.315399,334.451630,6.889206,0.894026,6.505240,1.066191,0,0.000000,0,0.000000,733,0.908302,766,0.949195,346385.875000,0.013370
188,31,820,859,13327,11742,1585,955,28,24,4,3,14097,41,371.797974,335.135956,6.894921,0.904167,6.498240,1.070659,0,0.000000,0,0.000000,749,0.913415,779,0.950000,346602.218750,0.000042
189,1,819,859,13364,11775,1589,957,37,33,4,2,14133,36,375.361084,336.023895,6.919803,0.909733,6.487536,1.068567,0,0.000000,0,0.000000,747,0.912088,776,0.947497,346430.500000,0.007284
189,31,828,859,13397,11804,1593,959,33,29,4,2,14175,42,377.360138,338.483032,6.924154,0.918580,6.494850,1.076728,0,0.000000,0,0.000000,755,0.911836,784,0.946860,346558.031250,0.004972
190,1,839,859,13436,11837,1599,961,39,33,6,2,14225,50,372.624817,337.315582,6.912578,0.916189,6.512720,1.068265,0,0.000000,0,0.000000,754,0.898689,795,0.947557,346552.062500,0.006938
190,31,842,859,13467,11863,1604,962,31,26,5,1,14259,34,381.259125,339.326721,6.924394,0.903370,6.502532,1.062470,0,0.000000,0,0.000000,757,0.899050,800,0.950119,346413.156250,0.001135
191,1,845,859,13506,11892,1614,966,39,29,10,4,14301,42,386.047607,342.308228,6.939987,0.903486,6.491247,1.071260,0,0.000000,0,0.000000,759,0.898225,805,0.952663,346547.468750,0.002448
191,31,841,859,13559,11938,1621,971,53,46,7,5,14350,49,375.752350,337.078278,6.948664,0.916461,6.481640,1.076673,0,0.000000,0,0.000000,754,0.896552,799,0.950059,346487.375000,0.003041
192,1,853,859,13589,11963,1626,975,30,25,5,4,14392,42,379.841705,338.080444,6.943994,0.924027,6.471148,1.079700,0,0.000000,0,0.000000,769,0.901524,809,0.948417,346656.343750,0.000002
192,31,880,881,13613,11982,1631,978,24,19,5,3,14443,51,382.773163,340.112305,6.953295,0.926946,6.473307,1.087283,0,0.000000,0,0.000000,790,0.897727,835,0.948864,347076.500000,0.008426
193,1,872,881,13668,12015,1653,997,55,33,22,19,14490,47,387.984314,338.972565,6.959978,0.927851,6.498870,1.084822,0,0.000000,0,0.000000,776,0.889908,828,0.949541,346705.781250,0.000428
193,31,865,881,13720,12051,1669,1013,52,36,16,16,14535,45,391.196808,338.714294,6.953272,0.937519,6.493256,1.093976,0,0.000000,0,0.000000,769,0.889017,819,0.946821,346705.343750,0.000000
194,1,859,881,13767,12085,1682,1022,47,34,13,9,14576,41,395.928528,341.674805,6.953569,0.943075,6.498611,1.095864,0,0.000000,0,0.000000,759,0.883586,812,0.945285,346699.437500,0.000086
194,31,850,881,13815,12121,1694,1032,48,36,12,10,14615,39,399.281189,344.527405,6.959972,0.950615,6.510916,1.091031,0,0.000000,0,0.000000,751,0.883529,806,0.948235,346661.687500,0.000000
195,1,853,881,13860,12156,1704,1039,45,35,10,7,14663,48,397.151733,346.738342,6.958282,0.960281,6.507845,1.097120,0,0.000000,0,0.000000,751,0.880422,807,0.946073,346675.187500,0.005407
195,31,834,881,13911,12196,1715,1047,51,40,11,8,14695,32,400.100098,347.963257,6.974854,0.979798,6.494269,1.106813,0,0.000000,0,0.000000,736,0.882494,785,0.941247,346349.031250,0.000002
196,1,819,881,13960,12232,1728,1055,49,36,13,8,14729,34,401.861908,348.880280,6.948833,0.981899,6.509329,1.110230,0,0.000000,0,0.000000,723,0.882784,771,0.941392,346405.343750,0.000848
196,31,811,881,14000,12266,1734,1057,40,34,6,2,14761,32,402.496796,347.090881,6.938083,0.978737,6.504279,1.118786,0,0.000000,0,0.000000,716,0.882861,765,0.943280,346331.531250,0.000043
197,2,810,881,14047,12307,1740,1060,47,41,6,3,14807,46,399.029480,351.992096,6.944379,0.976289,6.486365,1.125598,0,0.000000,0,0.000000,724,0.893827,765,0.944444,346331.968750,0.003392
197,32,809,881,14089,12348,1741,1061,42,41,1,1,14848,41,392.411285,352.912415,6.950560,0.981557,6.478045,1.132492,0,0.000000,0,0.000000,723,0.893696,764,0.944376,346470.062500,0.000006
198,2,801,881,14135,12386,1749,1065,46,38,8,4,14886,38,390.061066,354.190399,6.964285,1.005375,6.473352,1.137267,0,0.000000,0,0.000000,717,0.895131,755,0.942572,346317.406250,0.000421
198,32,812,881,14167,12414,1753,1067,32,28,4,2,14929,43,388.890472,356.453552,6.950771,1.012538,6.488175,1.149997,0,0.000000,0,0.000000,724,0.891626,766,0.943350,346514.187500,0.000010
199,2,822,881,14202,12446,1756,1067,35,32,3,0,14974,45,388.941711,361.874969,6.956283,1.023338,6.490067,1.158562,0,0.000000,0,0.000000,735,0.894161,778,0.946472,346434.656250,0.008820
199,32,826,881,14236,12478,1758,1068,34,32,2,1,15012,38,388.196686,361.509399,6.971792,1.032797,6.497052,1.148399,0,0.000000,0,0.000000,741,0.897094,780,0.944310,346354.093750,0.007434
200,2,834,881,14266,12504,1762,1070,30,26,4,2,15050,38,389.578888,360.325867,6.977066,1.030453,6.484891,1.149810,0,0.000000,0,0.000000,746,0.894484,788,0.944844,346620.781250,0.000000
200,32,827,881,14306,12539,1767,1070,40,35,5,0,15083,33,390.617432,360.417969,6.967079,1.038039,6.487269,1.158381,0,0.000000,0,0.000000,736,0.889964,781,0.944377,346572.125000,0.000000
201,2,838,881,14335,12564,1771,1071,29,25,4,1,15123,40,392.674438,360.540070,6.979836,1.041364,6.495866,1.145609,0,0.000000,0,0.000000,740,0.883055,792,0.945107,346507.406250,0.000000
201,32,834,881,14372,12600,1772,1071,37,36,1,0,15156,33,394.234039,362.185608,6.996070,1.046964,6.498896,1.144256,0,0.000000,0,0.000000,742,0.889688,786,0.942446,346569.187500,0.000000
202,2,836,881,14407,12631,1776,1075,35,31,4,4,15193,37,396.445587,362.844757,6.996614,1.057430,6.496135,1.146346,0,0.000000,0,0.000000,744,0.889952,789,0.943780,346639.187500,0.001689
202,32,852,881,14443,12666,1777,1075,36,35,1,0,15245,52,389.603851,365.831482,7.003382,1.064339,6.484113,1.154256,0,0.000000,0,0.000000,757,0.888498,806,0.946009,346764.125000,0.000109
203,2,867,881,14483,12702,1781,1076,40,36,4,1,15300,55,382.324280,364.586914,7.004482,1.053476,6.479971,1.159481,0,0.000000,0,0.000000,773,0.891580,818,0.943483,346685.718750,0.000100
203,32,867,881,14527,12745,1782,1077,44,43,1,1,15344,44,374.299591,359.841949,7.008068,1.051286,6.474081,1.153965,0,0.000000,0,0.000000,774,0.892734,820,0.945790,346616.562500,0.002993
204,2,878,883,14567,12783,1784,1079,40,38,2,2,15395,51,369.666382,360.013000,6.999253,1.052515,6.487871,1.152205,0,0.000000,0,0.000000,784,0.892938,832,0.947608,346806.562500,0.038950
204,32,873,883,14614,12827,1787,1080,47,44,3,1,15437,42,367.733398,359.022583,7.009907,1.044967,6.502363,1.148996,0,0.000000,0,0.000000,782,0.895762,829,0.949599,346601.250000,0.000866
205,2,869,883,14653,12860,1793,1082,39,33,6,2,15472,35,372.597412,359.073425,7.036256,1.063974,6.488712,1.142695,0,0.000000,0,0.000000,781,0.898734,827,0.951669,346643.468750,0.000069
205,32,882,883,14698,12897,1801,1088,45,37,8,6,15530,58,366.263031,359.523926,7.028448,1.075352,6.468128,1.138187,0,0.000000,0,0.000000,795,0.901361,834,0.945578,346632.000000,0.024125
206,2,890,893,14735,12930,1805,1089,37,33,4,1,15575,45,365.051361,357.143829,7.029508,1.084955,6.456426,1.135008,0,0.000000,0,0.000000,802,0.901124,843,0.947191,346562.656250,0.004950
206,32,873,893,14779,12971,1808,1090,44,41,3,1,15602,27,369.285553,355.612640,7.034396,1.089654,6.457004,1.134244,0,0.000000,0,0.000000,789,0.903780,830,0.950745,346630.437500,0.000000
207,2,888,893,14812,13000,1812,1091,33,29,4,1,15650,48,370.309021,355.980042,7.051960,1.089434,6.445060,1.126339,0,0.000000,0,0.000000,801,0.902027,844,0.950450,346594.375000,0.000000
207,32,881,893,14854,13037,1817,1092,42,37,5,1,15685,35,374.651733,356.983459,7.074052,1.090770,6.438612,1.120485,0,0.000000,0,0.000000,793,0.900114,841,0.954597,346603.656250,0.005887
208,2,881,893,14898,13074,1824,1095,44,37,7,3,15729,44,376.420959,359.626312,7.076530,1.090013,6.438190,1.110329,0,0.000000,0,0.000000,798,0.905789,841,0.954597,346680.968750,0.000002
208,32,892,893,14930,13101,1829,1097,32,27,5,2,15772,43,379.038879,358.443024,7.087965,1.079380,6.419829,1.113706,0,0.000000,0,0.000000,809,0.906951,850,0.952915,346566.125000,0.000003
209,2,890,896,14968,13135,1833,1100,38,34,4,3,15808,36,383.412689,359.748993,7.096034,1.079104,6.424243,1.108553,0,0.000000,0,0.000000,804,0.903371,848,0.952809,346597.062500,0.010465
209,32,883,896,15014,13175,1839,1104,46,40,6,4,15847,39,384.179565,360.543762,7.103365,1.094107,6.420622,1.120211,0,0.000000,0,0.000000,798,0.903737,839,0.950170,346647.250000,0.003446
210,2,869,896,15057,13204,1853,1114,43,29,14,10,15876,29,395.137756,359.500946,7.112600,1.099789,6.407060,1.119388,0,0.000000,0,0.000000,779,0.896433,827,0.951669,346671.750000,0.000088
210,32,841,896,15120,13250,1870,1127,63,46,17,13,15911,35,399.294586,359.851776,7.123757,1.092699,6.397617,1.112229,0,0.000000,0,0.000000,754,0.896552,796,0.946492,346674.375000,0.000896
211,2,835,896,15170,13288,1882,1138,50,38,12,11,15955,44,400.091766,362.826202,7.127903,1.095844,6.417216,1.114079,0,0.000000,0,0.000000,749,0.897006,790,0.946108,346640.062500,0.013587
211,32,807,896,15229,13333,1896,1145,59,45,14,7,15986,31,405.292938,367.954712,7.128513,1.098290,6.396420,1.108353,0,0.000000,0,0.000000,724,0.897150,765,0.947955,346440.375000,0.000277
212,2,797,896,15285,13378,1907,1154,56,45,11,9,16032,46,399.750946,370.149902,7.144419,1.105073,6.367757,1.115470,0,0.000000,0,0.000000,715,0.897114,758,0.951066,346360.062500,0.002976
212,32,780,896,15339,13420,1919,1162,54,42,12,8,16069,37,399.515137,374.229614,7.142776,1.107357,6.362685,1.124187,0,0.000000,0,0.000000,700,0.897436,746,0.956410,346349.000000,0.003054
213,2,789,896,15378,13450,1928,1168,39,30,9,6,16117,48,396.381866,378.467529,7.138062,1.103932,6.342256,1.124218,0,0.000000,0,0.000000,710,0.899873,754,0.955640,346515.437500,0.001832
213,32,789,896,15424,13487,1937,1172,46,37,9,4,16163,46,394.068970,384.011932,7.146740,1.116133,6.331676,1.130696,0,0.000000,0,0.000000,716,0.907478,753,0.954373,346682.531250,0.000022
214,2,787,896,15467,13520,1947,1177,43,33,10,5,16204,41,393.421295,387.582764,7.139358,1.119249,6.330160,1.110708,0,0.000000,0,0.000000,718,0.912325,754,0.958069,346485.000000,0.000001
214,32,788,896,15505,13556,1949,1179,38,36,2,2,16243,39,391.300140,389.721802,7.173464,1.127555,6.324118,1.101504,0,0.000000,0,0.000000,716,0.908629,751,0.953046,346555.968750,0.001872
215,2,792,896,15542,13587,1955,1182,37,31,6,3,16284,41,390.766571,393.080261,7.159380,1.129990,6.341135,1.096883,0,0.000000,0,0.000000,724,0.914141,757,0.955808,346355.468750,0.000306
215,32,789,896,15588,13628,1960,1183,46,41,5,1,16327,43,385.858734,395.003967,7.160424,1.136421,6.316431,1.099798,0,0.000000,0,0.000000,720,0.912548,753,0.954373,346640.406250,0.008651
216,2,784,896,15630,13664,1966,1188,42,36,6,5,16364,37,385.075378,398.111786,7.186781,1.140879,6.297314,1.092201,0,0.000000,0,0.000000,721,0.919643,747,0.952806,346369.906250,0.000382
216,32,802,896,15664,13693,1971,1191,34,29,5,3,16416,52,381.482422,399.432648,7.198899,1.142755,6.295985,1.079804,1,0.001247,0,0.000000,738,0.920200,763,0.951372,346307.000000,0.004944
217,2,806,896,15706,13731,1975,1194,42,38,4,3,16462,46,375.802002,399.345032,7.203392,1.136901,6.284868,1.082831,1,0.001241,0,0.000000,743,0.921836,770,0.955335,346322.531250,0.010618
217,32,821,896,15733,13749,1984,1197,27,18,9,3,16504,42,380.224304,396.644867,7.213210,1.144841,6.261102,1.098536,1,0.001218,0,0.000000,760,0.925700,785,0.956151,346595.093750,0.000012
218,2,810,896,15780,13788,1992,1202,47,39,8,5,16540,36,382.409637,399.139587,7.224156,1.156927,6.244710,1.117508,1,0.001235,0,0.000000,754,0.930864,774,0.955556,346356.843750,0.005114
218,32,813,896,15819,13821,1998,1207,39,33,6,5,16582,42,379.618774,396.801331,7.235891,1.150099,6.244044,1.116223,1,0.001230,0,0.000000,756,0.929889,774,0.952030,346824.875000,0.002087
219,2,823,896,15845,13842,2003,1209,26,21,5,2,16618,36,387.334015,398.163879,7.244777,1.157431,6.235843,1.116913,1,0.001215,0,0.000000,772,0.938032,783,0.951397,346598.781250,0.000000
219,32,828,896,15883,13875,2008,1213,38,33,5,4,16661,43,382.992004,395.203094,7.238042,1.162767,6.238018,1.123393,1,0.001208,0,0.000000,779,0.940821,786,0.949275,346350.875000,0.000004
220,2,846,896,15913,13902,2011,1214,30,27,3,1,16709,48,383.658844,396.640381,7.256783,1.161249,6.238617,1.131086,1,0.001182,0,0.000000,794,0.938534,802,0.947991,346533.250000,0.000000
220,32,845,896,15958,13942,2016,1214,45,40,5,0,16753,44,380.537720,397.104309,7.264344,1.163148,6.244143,1.142911,1,0.001183,0,0.000000,800,0.946746,801,0.947929,346642.843750,0.000002
221,2,843,896,15991,13970,2021,1215,33,28,5,1,16784,31,384.898438,394.557404,7.247828,1.153775,6.265486,1.143016,1,0.001186,0,0.000000,801,0.950178,800,0.948992,346722.875000,0.000025
221,32,857,896,16027,14003,2024,1217,36,33,3,2,16834,50,379.955444,392.541107,7.252081,1.155196,6.255674,1.157605,1,0.001167,0,0.000000,815,0.950992,814,0.949825,346739.343750,0.000747
222,2,873,896,16059,14033,2026,1218,32,30,2,1,16882,48,379.159393,392.622528,7.270114,1.154884,6.239666,1.153077,1,0.001145,0,0.000000,830,0.950745,829,0.949599,346571.625000,0.000009
222,32,877,896,16098,14068,2030,1219,39,35,4,1,16925,43,378.763947,392.108948,7.267103,1.154155,6.243474,1.162334,1,0.001140,0,0.000000,835,0.952109,831,0.947548,346609.343750,0.000014
223,2,881,896,16131,14093,2038,1222,33,25,8,3,16962,37,385.707825,392.011444,7.294841,1.154227,6.233991,1.150377,1,0.001135,0,0.000000,838,0.951192,835,0.947787,346887.656250,0.000655
223,32,891,896,16160,14120,2040,1222,29,27,2,0,17001,39,390.150330,392.796021,7.318791,1.153584,6.231455,1.146188,1,0.001122,0,0.000000,845,0.948373,844,0.947250,346550.437500,0.000100
224,2,896,900,16197,14152,2045,1225,37,32,5,3,17043,42,392.730804,393.689941,7.331784,1.160377,6.211257,1.156553,1,0.001116,0,0.000000,853,0.952009,849,0.947545,346536.250000,0.000050
224,32,900,906,16237,14188,2049,1228,40,36,4,3,17087,44,393.617950,395.483612,7.348529,1.163497,6.217573,1.153495,1,0.001111,0,0.000000,856,0.951111,850,0.944444,346539.312500,0.009220
225,2,906,906,16275,14220,2055,1230,38,32,6,2,17131,44,396.760590,396.745026,7.369314,1.152028,6.237401,1.160959,1,0.001104,0,0.000000,860,0.949227,855,0.943709,346522.968750,0.000000
225,32,910,912,16305,14244,2061,1234,30,24,6,4,17165,34,406.916107,398.898376,7.375497,1.149931,6.229127,1.152453,1,0.001099,0,0.000000,867,0.952747,858,0.942857,346554.875000,0.000503
226,2,921,923,16342,14273,2069,1242,37,29,8,8,17213,48,411.496399,401.597870,7.392293,1.154807,6.209423,1.149273,1,0.001086,0,0.000000,880,0.955483,872,0.946797,346546.843750,0.003580
226,32,904,924,16394,14316,2078,1248,52,43,9,6,17248,35,414.383057,404.694763,7.404330,1.160539,6.200217,1.152117,1,0.001106,0,0.000000,862,0.953540,856,0.946903,346640.156250,0.000014
227,2,894,924,16449,14355,2094,1260,55,39,16,12,17293,45,415.127930,404.908936,7.426803,1.160518,6.199096,1.141408,1,0.001119,0,0.000000,849,0.949664,847,0.947427,346610.343750,0.000000
227,32,886,924,16491,14391,2100,1265,42,36,6,5,17327,34,418.615997,406.536835,7.429066,1.149945,6.202207,1.141243,1,0.001129,0,0.000000,838,0.945824,841,0.949210,346638.468750,0.005149
228,2,878,924,16538,14431,2107,1269,47,40,7,4,17366,39,419.114288,409.746033,7.429841,1.159547,6.216011,1.134633,1,0.001139,0,0.000000,829,0.944191,836,0.952164,346658.312500,0.012733
228,32,870,924,16583,14465,2118,1279,45,34,11,10,17403,37,419.392731,408.489594,7.453814,1.157084,6.199129,1.142470,1,0.001149,0,0.000000,820,0.942529,828,0.951724,346599.156250,0.000829
229,2,876,924,16621,14494,2127,1286,38,29,9,7,17447,44,419.636139,409.767151,7.449312,1.154252,6.211741,1.142893,1,0.001142,0,0.000000,825,0.941781,835,0.953196,346586.125000,0.002450
229,32,860,924,16669,14530,2139,1295,48,36,12,9,17479,32,426.949829,414.363434,7.453197,1.158219,6.214924,1.145880,1,0.001163,0,0.000000,810,0.941860,819,0.952326,346637.562500,0.020769
230,2,858,924,16710,14565,2145,1301,41,35,6,6,17518,39,426.304199,417.179169,7.457634,1.161308,6.222622,1.136265,1,0.001166,0,0.000000,805,0.938228,817,0.952214,346670.000000,0.000605
230,32,865,924,16748,14598,2150,1304,38,33,5,3,17563,45,425.581940,420.564423,7.468591,1.155125,6.213587,1.140603,0,0.000000,0,0.000000,813,0.939884,826,0.954913,346861.156250,0.006320
231,2,863,924,16800,14641,2159,1310,52,43,9,6,17613,50,416.074585,421.447479,7.473159,1.153152,6.211375,1.133791,0,0.000000,0,0.000000,811,0.939745,824,0.954809,346601.562500,0.003122
231,32,857,924,16849,14681,2168,1317,49,40,9,7,17656,43,409.932587,421.913513,7.467756,1.145818,6.213679,1.131990,0,0.000000,0,0.000000,806,0.940490,818,0.954492,346882.968750,0.000971
232,2,855,924,16888,14717,2171,1319,39,36,3,2,17693,37,409.685333,424.586029,7.482344,1.144937,6.204452,1.118170,0,0.000000,0,0.000000,805,0.941520,818,0.956725,346689.843750,0.000129
232,32,850,924,16926,14748,2178,1322,38,31,7,3,17726,33,415.122650,428.033722,7.493521,1.151767,6.209032,1.111320,0,0.000000,0,0.000000,801,0.942353,813,0.956471,346645.562500,0.000000
233,2,850,924,16966,14783,2183,1325,40,35,5,3,17766,40,412.438995,428.802155,7.498384,1.152873,6.193326,1.114688,0,0.000000,0,0.000000,800,0.941176,814,0.957647,346677.718750,0.000208
233,32,851,924,17007,14823,2184,1325,41,40,1,0,17808,42,408.146637,430.981232,7.515685,1.155301,6.174172,1.115241,0,0.000000,0,0.000000,801,0.941246,820,0.963572,346691.250000,0.000999
234,2,851,924,17048,14863,2185,1326,41,40,1,1,17849,41,404.136383,432.518860,7.541736,1.155379,6.150267,1.104750,0,0.000000,0,0.000000,799,0.938895,820,0.963572,346584.500000,0.002355
234,32,852,924,17080,14891,2189,1327,32,28,4,1,17882,33,406.469482,429.203918,7.552007,1.154410,6.145391,1.106822,0,0.000000,0,0.000000,802,0.941315,821,0.963615,346644.281250,0.003089
235,2,844,924,17124,14931,2193,1330,44,40,4,3,17918,36,404.643036,429.708618,7.565303,1.153293,6.147083,1.100716,0,0.000000,0,0.000000,793,0.939573,812,0.962085,346633.625000,0.000340
235,32,847,924,17159,14963,2196,1331,35,32,3,1,17956,38,402.962158,428.467102,7.552696,1.149957,6.165566,1.091807,0,0.000000,0,0.000000,796,0.939788,815,0.962220,346643.468750,0.000001
236,2,863,924,17192,14996,2196,1331,33,33,0,0,18005,49,397.026245,428.322998,7.566796,1.148426,6.156837,1.096773,0,0.000000,0,0.000000,812,0.940904,829,0.960603,346617.531250,0.001945
236,32,850,924,17239,15039,2200,1334,47,43,4,3,18039,34,394.467346,426.471466,7.590664,1.146866,6.134825,1.087550,0,0.000000,0,0.000000,799,0.940000,812,0.955294,346601.250000,0.000716
237,2,850,924,17272,15068,2204,1335,33,29,4,1,18072,33,398.779083,426.372040,7.625264,1.142127,6.113327,1.084921,0,0.000000,0,0.000000,800,0.941176,812,0.955294,346596.375000,0.003356
237,32,860,924,17304,15095,2209,1336,32,27,5,1,18114,42,400.349518,425.687347,7.644766,1.132651,6.113275,1.074645,0,0.000000,0,0.000000,813,0.945349,820,0.953488,346593.218750,0.002747
238,2,864,924,17339,15128,2211,1336,35,33,2,0,18153,39,400.077484,425.030396,7.671545,1.127918,6.095654,1.067569,0,0.000000,0,0.000000,816,0.944444,825,0.954861,346594.000000,0.001282
238,32,866,924,17378,15164,2214,1337,39,36,3,1,18194,41,398.802612,425.638428,7.652776,1.124483,6.108017,1.074752,0,0.000000,0,0.000000,816,0.942263,828,0.956120,346964.312500,0.000000
239,2,854,924,17416,15196,2220,1341,38,32,6,4,18220,26,406.572662,426.199158,7.661201,1.122915,6.117763,1.067208,0,0.000000,0,0.000000,806,0.943794,816,0.955504,346585.781250,0.000220
239,32,846,924,17453,15232,2221,1341,37,36,1,0,18249,29,410.888367,429.017181,7.675064,1.124823,6.118022,1.063249,0,0.000000,0,0.000000,800,0.945626,807,0.953901,346653.562500,0.000155
240,2,845,924,17494,15269,2225,1343,41,37,4,2,18289,40,410.541351,432.348419,7.677799,1.121192,6.121108,1.051108,1,0.001183,0,0.000000,797,0.943195,809,0.957396,346598.031250,0.000000
240,32,848,924,17531,15300,2231,1346,37,31,6,3,18329,40,410.338837,433.430023,7.686388,1.112556,6.108833,1.048154,1,0.001179,0,0.000000,801,0.944575,813,0.958726,346610.812500,0.005986
241,2,845,924,17575,15342,2233,1347,44,42,2,1,18370,41,403.423920,432.930298,7.716096,1.115822,6.091402,1.043289,1,0.001183,0,0.000000,797,0.943195,811,0.959763,346617.812500,0.004834
241,32,849,924,17610,15373,2237,1347,35,31,4,0,18409,39,406.273407,435.308075,7.698264,1.117930,6.096160,1.042171,1,0.001178,0,0.000000,798,0.939929,816,0.961131,346598.500000,0.004373
242,2,856,924,17644,15402,2242,1351,34,29,5,4,18450,41,405.859985,433.918976,7.695707,1.118988,6.101455,1.030196,1,0.001168,0,0.000000,803,0.938084,825,0.963785,346569.687500,0.000051
242,32,860,924,17678,15431,2247,1353,34,29,5,2,18488,38,410.018463,437.163666,7.719434,1.122972,6.105359,1.020188,2,0.002326,0,0.000000,807,0.938372,830,0.965116,346540.906250,0.000608
243,2,845,924,17722,15468,2254,1356,44,37,7,3,18517,29,415.983124,441.100952,7.752954,1.124489,6.087397,1.017056,2,0.002367,0,0.000000,794,0.939645,816,0.965680,346647.093750,0.000982
243,32,853,924,17766,15507,2259,1359,44,39,5,3,18569,52,410.964172,445.231293,7.753440,1.132261,6.092944,1.010222,2,0.002345,0,0.000000,801,0.939039,824,0.966002,346681.468750,0.009982
244,2,841,924,17819,15543,2276,1373,53,36,17,14,18610,41,414.483887,448.043915,7.772322,1.134470,6.082765,1.011397,2,0.002378,0,0.000000,788,0.936980,812,0.965517,346667.125000,0.000038
244,32,858,924,17847,15565,2282,1379,28,22,6,6,18655,45,416.273956,448.134155,7.787242,1.132917,6.062026,1.003781,2,0.002331,0,0.000000,805,0.938228,828,0.965035,346737.687500,0.001884
