Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
0,0,50,50,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,4.971537,1.590132,4.815957,1.530047,0,0.000000,0,0.000000,16,0.320000,12,0.240000,123500.328125,0.691756
0,30,42,50,10,0,10,6,10,0,10,6,2,2,29.452181,3.513471,4.944053,1.691251,4.555470,1.412514,0,0.000000,0,0.000000,7,0.166667,10,0.238095,252142.515625,0.086941
1,0,45,50,20,0,20,12,10,0,10,6,15,13,49.978104,20.337677,5.031861,1.691656,4.320331,1.537036,0,0.000000,0,0.000000,2,0.044444,10,0.222222,192713.234375,0.128113
1,30,34,50,48,1,47,25,28,1,27,13,32,17,70.981354,32.776447,4.881179,1.919826,3.829787,1.351220,0,0.000000,0,0.000000,2,0.058824,2,0.058824,156100.125000,0.355013
2,0,2,50,84,4,80,31,36,3,33,6,36,4,120.002998,0.000999,2.561835,0.118484,2.898936,1.356383,0,0.000000,0,0.000000,0,0.000000,0,0.000000,145435.781250,0.618260
