Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
0,0,50,50,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,4.779329,1.362938,5.247872,1.311453,0,0.000000,0,0.000000,16,0.320000,11,0.220000,137119.453125,0.625733
0,30,41,50,16,0,16,9,16,0,16,9,7,7,26.854700,8.524239,4.840645,1.314187,5.063570,1.231344,0,0.000000,0,0.000000,2,0.048780,12,0.292683,190294.500000,0.099640
1,0,32,56,51,0,51,24,35,0,35,15,33,26,44.260937,22.358480,4.904364,1.526219,4.520445,1.273952,0,0.000000,0,0.000000,0,0.000000,9,0.281250,145364.937500,0.333096
1,30,1,56,88,0,88,42,37,0,37,18,39,6,10.032000,0.000000,3.206915,0.000000,1.781915,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,146217.046875,0.506178
