Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
0,0,50,50,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,4.766164,1.460136,5.015425,1.375091,0,0.000000,0,0.000000,18,0.360000,10,0.200000,118281.632813,0.914070
0,30,47,50,13,0,13,6,13,0,13,6,10,10,25.273611,9.853127,4.676900,1.478138,4.678587,1.278431,0,0.000000,0,0.000000,9,0.191489,10,0.212766,188407.781250,0.088407
1,0,38,50,43,0,43,22,30,0,30,16,31,21,46.245071,20.166969,4.755522,1.440330,4.228724,1.110201,0,0.000000,0,0.000000,3,0.078947,4,0.105263,138737.437500,0.321885
1,30,4,50,84,0,84,36,41,0,41,14,38,7,43.698750,35.286243,3.154255,0.000000,3.809840,0.034549,0,0.000000,0,0.000000,4,1.000000,0,0.000000,131469.671875,0.604372
