Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
0,0,50,50,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,4.857792,1.402943,5.057979,1.349772,0,0.000000,0,0.000000,14,0.280000,16,0.320000,118996.187500,0.850581
0,30,49,54,14,0,14,8,14,0,14,8,13,13,25.388950,9.675840,4.684069,1.473290,4.913157,1.298645,0,0.000000,0,0.000000,5,0.102041,17,0.346939,193676.937500,0.086035
1,0,48,57,46,0,46,28,32,0,32,20,44,31,41.540615,22.733786,5.135572,1.564505,4.363918,0.994497,0,0.000000,0,0.000000,4,0.083333,11,0.229167,144469.828125,0.279414
