Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
0,0,50,50,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,5.068430,1.603579,5.151597,1.224678,0,0.000000,0,0.000000,14,0.280000,10,0.200000,125571.234375,0.664850
0,30,50,50,11,0,11,6,11,0,11,6,11,11,25.993515,8.854595,4.931515,1.509450,5.106915,1.244982,0,0.000000,0,0.000000,7,0.140000,14,0.280000,184316.437500,0.099310
1,0,24,52,60,0,60,27,49,0,49,21,34,23,43.076382,24.187130,5.263929,2.079224,4.320700,0.843096,0,0.000000,0,0.000000,0,0.000000,4,0.166667,139072.640625,0.511082
