Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
0,0,50,50,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,5.064744,1.429163,5.107979,1.515308,0,0.000000,0,0.000000,12,0.240000,17,0.340000,153673.390625,0.453998
0,30,47,50,12,0,12,5,12,0,12,5,9,9,26.218590,7.904277,5.052241,1.374985,5.127886,1.426704,0,0.000000,0,0.000000,1,0.021277,18,0.382979,183624.421875,0.112766
1,0,34,55,53,0,53,26,41,0,41,21,37,28,39.903263,22.009844,5.022896,1.498901,4.300688,1.256400,0,0.000000,0,0.000000,1,0.029412,8,0.235294,138445.937500,0.468241
1,30,3,55,89,0,89,46,36,0,36,20,42,5,56.065338,27.669928,3.180585,0.000000,1.356383,0.000000,0,0.000000,0,0.000000,0,0.000000,1,0.333333,132770.796875,0.703784
