Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
0,0,50,50,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,4.679803,1.344588,5.047341,1.492941,0,0.000000,1,0.020000,15,0.300000,16,0.320000,156054.484375,0.645469
0,30,46,51,13,1,12,4,13,1,12,4,9,9,26.169605,8.668035,4.362564,1.271228,4.943340,1.523885,0,0.000000,0,0.000000,3,0.065217,19,0.413043,187559.859375,0.134394
1,0,44,54,42,1,41,16,29,0,29,12,36,27,41.518673,22.669662,4.224801,1.250595,4.132011,1.156075,0,0.000000,0,0.000000,1,0.022727,14,0.318182,144021.328125,0.259803
1,30,10,54,91,1,90,36,49,0,49,20,51,15,56.512901,35.155781,3.235877,1.074529,2.441490,1.600693,0,0.000000,0,0.000000,1,0.100000,0,0.000000,124293.687500,0.520637
2,0,3,54,101,1,100,37,10,0,10,1,54,3,75.244331,35.997776,2.969947,0.000000,1.117021,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,119273.578125,0.553760
